target_measurement	structure_features
P19793_pIC50	constitutional_nRotB,constitutional_nAtomLAC,constitutional_nAtomLC,constitutional_nAromBond,constitutional_naAromAtom,electronic_RNCS,electronic_bpol,geometrical_RNCS,hybrid_Wlambda1.unity,hybrid_Wlambda2.unity,hybrid_Wnu1.unity,hybrid_Weta1.unity,hybrid_Weta3.unity,hybrid_BCUTp.1l,topological_nSmallRings,topological_nAromRings,topological_nRings5,topological_nRings6,topological_nRings7,topological_WPOL,topological_MDEC.11,topological_MDEC.12,topological_MDEC.13,topological_MDEC.14,topological_MDEC.22,topological_MDEC.24,topological_MDEC.44,topological_MDEO.12,topological_MDEO.22,topological_MDEN.23,topological_khs.dsCH,topological_khs.aaCH,topological_khs.sssCH,topological_khs.dssC,topological_khs.aasC,topological_khs.aaaC,topological_khs.dsN,topological_khs.sssN,topological_khs.ssO,topological_khs.aaO,topological_khs.aaS,topological_Kier2,topological_Kier3,topological_FMF,topological_SCH.5,topological_SCH.6,topological_SCH.7,topological_VCH.5,topological_VCH.6,topological_VCH.7,topological_C2SP3,topological_ATSp4,topological_ATSm2,topological_ATSm4,topological_ATSc3,topological_ATSc4
P21397_pKi	constitutional_XLogP,constitutional_nRotB,constitutional_nAtomLAC,constitutional_nAtomLC,constitutional_nAtom,constitutional_naAromAtom,electronic_nHBAcc,electronic_PNSA.3,electronic_DPSA.2,electronic_DPSA.3,electronic_WNSA.3,electronic_RNCG,electronic_RNCS,electronic_bpol,geometrical_PNSA.3,geometrical_DPSA.2,geometrical_DPSA.3,geometrical_WNSA.3,geometrical_RNCG,geometrical_RNCS,hybrid_Wlambda1.unity,hybrid_WD.unity,hybrid_BCUTc.1l,hybrid_BCUTc.1h,hybrid_BCUTp.1l,topological_nSmallRings,topological_nAromRings,topological_nRingBlocks,topological_nRings5,topological_nRings6,topological_MDEC.33,topological_MDEN.22,topological_khs.ssCH2,topological_khs.aaCH,topological_khs.dssC,topological_khs.aasC,topological_khs.aaaC,topological_khs.aaNH,topological_khs.sssN,topological_khs.aasN,topological_khs.dO,topological_Kier3,topological_HybRatio,topological_SCH.5,topological_SCH.6,topological_SCH.7,topological_VCH.5,topological_C1SP2,topological_C2SP2,topological_C3SP2,topological_C1SP3
P21728_pEC50	constitutional_nBase,electronic_nHBDon,hybrid_BCUTc.1h,topological_MDEO.11,topological_khs.sssCH,topological_khs.sOH
P22894_pKi	constitutional_nAtomLAC,electronic_TopoPSA,electronic_nHBDon,hybrid_BCUTw.1h,hybrid_BCUTp.1h,topological_nRings5,topological_TopoPSA,topological_MDEC.13,topological_MDEC.33,topological_MDEO.11,topological_MDEN.22,topological_MDEN.23,topological_MDEN.33,topological_khs.sssCH,topological_khs.dssC,topological_khs.ssNH,topological_khs.aaN,topological_khs.sssN,topological_khs.ddsN,topological_khs.sOH,topological_khs.dO,topological_khs.sSH,topological_khs.aaS,topological_khs.ddssS,topological_SCH.5,topological_SCH.6,topological_VCH.5,topological_VCH.6,topological_C1SP2,topological_C1SP3,topological_C2SP3,topological_ATSm2,topological_ATSc4,topological_ATSc5
P24530_pKi	constitutional_nAtomP,constitutional_nAtomLC,hybrid_BCUTw.1h,hybrid_BCUTc.1h,topological_nSmallRings,topological_nAromRings,topological_nRingBlocks,topological_nAromBlocks,topological_MDEC.24,topological_MDEO.11,topological_khs.sssCH,topological_khs.dssC,topological_khs.aasC,topological_khs.ssssC,topological_khs.ssNH,topological_khs.sOH,topological_khs.dO,topological_khs.aaO,topological_khs.ddssS,topological_C3SP2,topological_C2SP3,topological_C3SP3,topological_ATSc3,topological_ATSc4,topological_ATSc5
P25929_pIC50	constitutional_nAtomLAC,constitutional_nBase,constitutional_nAromBond,constitutional_naAromAtom,hybrid_BCUTw.1l,topological_nSmallRings,topological_nRingBlocks,topological_nAromBlocks,topological_nRings6,topological_MDEC.12,topological_MDEC.13,topological_MDEC.33,topological_MDEN.22,topological_khs.aasC,topological_khs.dNH,topological_khs.ssNH,topological_khs.aaN,topological_khs.sssN,topological_khs.ssS,topological_C2SP2,topological_C1SP3,topological_C3SP3,topological_ATSc3
P28715_pIC50	constitutional_nAtomLAC,constitutional_nAtomLC,electronic_nHBAcc,hybrid_BCUTp.1l,topological_nSmallRings,topological_nAromRings,topological_MDEO.11,topological_khs.dssC,topological_khs.aaaC,topological_khs.aasN,topological_khs.dO,topological_Kier3,topological_FMF,topological_SCH.7,topological_C2SP3,topological_ATSc3
P29274_pEC50	constitutional_nAtomLAC,constitutional_nAtomP,electronic_TopoPSA,electronic_nHBAcc,geometrical_MOMI.XY,geometrical_MOMI.XZ,geometrical_MOMI.YZ,hybrid_Wlambda2.unity,hybrid_Wnu2.unity,topological_TopoPSA,topological_MDEN.12,topological_MDEN.13,topological_khs.sNH2,topological_khs.ssNH,topological_khs.aaN,topological_C1SP3,topological_ATSc3,topological_ATSc4
P30411_pKd	geometrical_GRAV.4,hybrid_BCUTw.1h,topological_nRings7,topological_MDEC.14,topological_MDEC.24,topological_khs.aaCH,topological_khs.aasC,topological_khs.aaaC,topological_khs.ssssC,topological_khs.ddssS,topological_khs.sCl,topological_C2SP2,topological_C3SP2,topological_ATSm1,topological_ATSm2,topological_ATSm3,topological_ATSm4,topological_ATSm5,topological_ATSc1,topological_ATSc2
P30531_pIC50	constitutional_nAtomLAC,constitutional_nAromBond,constitutional_naAromAtom,electronic_TopoPSA,hybrid_BCUTw.1l,topological_nSmallRings,topological_nRings5,topological_nRings6,topological_TopoPSA,topological_MDEC.22,topological_khs.dsCH,topological_khs.dssC,topological_khs.ssssC,topological_khs.aaS,topological_SCH.5,topological_VCH.5,topological_C1SP2,topological_C2SP2,topological_C1SP3
P30556_pIC50	constitutional_LipinskiFailures,constitutional_nAtomLAC,constitutional_nB,constitutional_nAtom,constitutional_nAromBond,constitutional_naAromAtom,constitutional_AMR,electronic_nHBAcc,electronic_apol,geometrical_GRAV.1,geometrical_GRAV.2,geometrical_GRAV.3,geometrical_GRAVH.1,geometrical_GRAVH.2,geometrical_GRAVH.3,geometrical_GRAV.5,geometrical_GRAV.6,hybrid_Wlambda1.unity,hybrid_BCUTw.1h,hybrid_BCUTp.1h,topological_nSmallRings,topological_nAromRings,topological_nRingBlocks,topological_nAromBlocks,topological_nRings5,topological_Zagreb,topological_WPOL,topological_VAdjMat,topological_MDEC.22,topological_MDEC.23,topological_MDEN.22,topological_MDEN.23,topological_khs.ssCH2,topological_khs.aasC,topological_khs.aaNH,topological_khs.aaN,topological_khs.aasN,topological_khs.sOH,topological_SCH.5,topological_SCH.6,topological_SCH.7,topological_C3SP2,topological_C2SP3,topological_ATSp1,topological_ATSp2,topological_ATSp3,topological_ATSp4,topological_ATSp5,topological_ATSm5,topological_ATSc4
P33527_pIC50	constitutional_nAtomLAC,constitutional_nBase,geometrical_LOBMAX,hybrid_BCUTc.1l,hybrid_BCUTc.1h,hybrid_BCUTp.1l,topological_nSmallRings,topological_nRings5,topological_MDEN.22,topological_MDEN.23,topological_MDEN.33,topological_khs.ssCH2,topological_khs.aaaC,topological_khs.aaN,topological_khs.sssN,topological_khs.ssO,topological_khs.sF,topological_SCH.5,topological_SCH.6,topological_SCH.7,topological_VCH.6,topological_VCH.7,topological_C1SP2,topological_C1SP3
P35372_pEC50	constitutional_XLogP,constitutional_MLogP,constitutional_nAtomP,constitutional_nBase,constitutional_ALogP,geometrical_MOMI.XZ,geometrical_MOMI.YZ,hybrid_Wnu1.unity,hybrid_Wnu2.unity,hybrid_Weta3.unity,hybrid_WK.unity,hybrid_BCUTc.1h,hybrid_BCUTp.1h,topological_nSmallRings,topological_nAromRings,topological_nRingBlocks,topological_nAromBlocks,topological_nRings3,topological_nRings5,topological_nRings6,topological_WPOL,topological_MDEC.11,topological_MDEC.12,topological_MDEC.13,topological_MDEC.14,topological_MDEC.23,topological_MDEC.24,topological_MDEC.33,topological_MDEC.34,topological_MDEN.23,topological_MDEN.33,topological_khs.sCH3,topological_khs.sssCH,topological_khs.aasC,topological_khs.aaaC,topological_khs.ssssC,topological_khs.ssNH,topological_khs.aaNH,topological_khs.sssN,topological_khs.aasN,topological_HybRatio,topological_FMF,topological_SCH.3,topological_SCH.4,topological_SCH.6,topological_SCH.7,topological_VCH.3,topological_VCH.4,topological_VCH.5,topological_VCH.6,topological_VCH.7,topological_C3SP2,topological_C1SP3,topological_C2SP3,topological_C3SP3,topological_C4SP3,topological_ATSp1,topological_ATSp2,topological_ATSp3,topological_ATSp4,topological_ATSp5,topological_ATSc2
P39748_pIC50	constitutional_nAtomLAC,constitutional_nAtomLC,constitutional_nAromBond,electronic_nHBDon,electronic_nHBAcc,hybrid_Weta1.unity,hybrid_BCUTp.1l,topological_nSmallRings,topological_nAromRings,topological_nRings6,topological_MDEO.11,topological_MDEN.23,topological_MDEN.33,topological_khs.ssCH2,topological_khs.dssC,topological_khs.aaaC,topological_khs.aaNH,topological_khs.aasN,topological_khs.dO,topological_khs.aaS,topological_FMF,topological_SCH.5,topological_SCH.6,topological_SCH.7,topological_VCH.7,topological_C1SP2,topological_C2SP2,topological_C2SP3,topological_ATSc3,topological_ATSc4
P39900_pKi	constitutional_XLogP,constitutional_nRotB,constitutional_nAtomLAC,constitutional_nAtomP,constitutional_nAtomLC,constitutional_nBase,constitutional_nAromBond,electronic_nHBDon,electronic_nHBAcc,hybrid_BCUTc.1l,hybrid_BCUTp.1l,hybrid_BCUTp.1h,topological_nRings5,topological_nRings6,topological_MDEC.12,topological_MDEC.13,topological_MDEN.12,topological_MDEN.22,topological_khs.ssCH2,topological_khs.sNH2,topological_khs.ssNH,topological_khs.dsN,topological_khs.sssN,topological_khs.sOH,topological_khs.ssS,topological_khs.aaS,topological_khs.ddssS,topological_FMF,topological_SCH.5,topological_VCH.5,topological_C1SP2,topological_ATSc3
P40763_pKi	constitutional_XLogP,constitutional_nAtomLAC,constitutional_nAtomP,constitutional_ALogP,electronic_tpsaEfficiency,electronic_TopoPSA,electronic_FPSA.2,electronic_RNCG,geometrical_FPSA.2,geometrical_RNCG,hybrid_BCUTw.1h,hybrid_BCUTp.1l,topological_nRings5,topological_nRings7,topological_tpsaEfficiency,topological_TopoPSA,topological_MDEN.12,topological_MDEN.22,topological_MDEN.23,topological_khs.dsCH,topological_khs.sNH2,topological_khs.ssNH,topological_khs.sssN,topological_khs.dsssP,topological_khs.ddssS,topological_SCH.5,topological_VCH.5,topological_ATSc2,topological_ATSc4,topological_ATSc5
P41586_pIC50	constitutional_nAtomLC,electronic_RNCS,geometrical_RNCS,hybrid_Wlambda3.unity,hybrid_Wnu1.unity,hybrid_Weta3.unity,hybrid_BCUTp.1h,topological_nSmallRings,topological_nRings6,topological_MDEN.13,topological_MDEN.23,topological_khs.aaCH,topological_khs.aasC,topological_khs.ssNH,topological_khs.sssN,topological_SCH.7,topological_VCH.7,topological_C2SP2,topological_C3SP2,topological_C1SP3
P41968_pKi	constitutional_XLogP,constitutional_LipinskiFailures,constitutional_nAtomLAC,constitutional_nAtomP,constitutional_nBase,electronic_FPSA.3,electronic_RPCG,electronic_RNCG,electronic_RNCS,geometrical_GRAV.6,geometrical_FPSA.3,geometrical_RPCG,geometrical_RNCG,geometrical_RNCS,hybrid_BCUTw.1h,topological_nRingBlocks,topological_nAromBlocks,topological_nRings5,topological_MDEC.11,topological_MDEC.12,topological_MDEC.13,topological_MDEN.11,topological_MDEN.13,topological_MDEN.23,topological_MDEN.33,topological_khs.sCH3,topological_khs.aasC,topological_khs.aaaC,topological_khs.sNH2,topological_khs.aaNH,topological_khs.dsN,topological_khs.aaN,topological_khs.sssN,topological_khs.ssO,topological_khs.sCl,topological_HybRatio,topological_SCH.6,topological_VCH.5,topological_VCH.6,topological_VCH.7,topological_C3SP2,topological_C1SP3,topological_C2SP3,topological_C3SP3,topological_ATSc3
P42574_pIC50	constitutional_XLogP,constitutional_ALogP,constitutional_ALogp2,electronic_tpsaEfficiency,electronic_TopoPSA,electronic_nHBDon,electronic_nHBAcc,electronic_PNSA.3,electronic_FPSA.2,electronic_FNSA.2,electronic_FNSA.3,electronic_THSA,electronic_TPSA,electronic_RHSA,electronic_RPSA,electronic_bpol,geometrical_PNSA.3,geometrical_FPSA.2,geometrical_FNSA.2,geometrical_FNSA.3,geometrical_THSA,geometrical_TPSA,geometrical_RHSA,geometrical_RPSA,hybrid_Wnu1.unity,hybrid_BCUTw.1l,hybrid_BCUTc.1l,hybrid_BCUTp.1h,topological_nRings5,topological_tpsaEfficiency,topological_WPOL,topological_TopoPSA,topological_MDEC.33,topological_MDEO.11,topological_MDEN.23,topological_MDEN.33,topological_khs.sssCH,topological_khs.dssC,topological_khs.aasC,topological_khs.ssNH,topological_khs.sssN,topological_khs.aasN,topological_khs.dO,topological_khs.sF,topological_khs.aaS,topological_khs.ddssS,topological_SCH.6,topological_SCH.7,topological_VCH.5,topological_VCH.6,topological_VCH.7,topological_C1SP2,topological_C2SP3,topological_C3SP3,topological_ATSm2,topological_ATSm4,topological_ATSc1,topological_ATSc2,topological_ATSc3,topological_ATSc4,topological_ATSc5
P47901_pKi	constitutional_nAromBond,constitutional_naAromAtom,electronic_nHBDon,hybrid_BCUTp.1h,topological_nSmallRings,topological_nAromRings,topological_nAromBlocks,topological_nRings6,topological_WPOL,topological_MDEC.11,topological_MDEC.13,topological_MDEC.14,topological_MDEC.24,topological_MDEC.34,topological_MDEO.12,topological_MDEO.22,topological_MDEN.33,topological_khs.aasC,topological_khs.ssssC,topological_khs.ssNH,topological_khs.ssO,topological_khs.sCl,topological_HybRatio,topological_SCH.6,topological_SCH.7,topological_VCH.6,topological_VCH.7,topological_C2SP2,topological_C3SP2,topological_C3SP3,topological_ATSp1,topological_ATSp2,topological_ATSp3,topological_ATSp4,topological_ATSp5,topological_ATSm4,topological_ATSm5
P49146_pEC50	topological_MDEN.11,topological_MDEN.12,topological_fragC
P49238_pKi	constitutional_XLogP,electronic_tpsaEfficiency,electronic_PPSA.2,electronic_DPSA.3,geometrical_MOMI.X,geometrical_MOMI.Z,geometrical_MOMI.XZ,geometrical_MOMI.YZ,geometrical_PPSA.2,geometrical_DPSA.3,hybrid_Wlambda3.unity,hybrid_Wnu2.unity,hybrid_WT.unity,hybrid_WA.unity,hybrid_WV.unity,hybrid_WK.unity,hybrid_WD.unity,topological_MDEC.22,topological_MDEC.33,topological_khs.aaN,topological_C2SP3
P49327_pIC50	constitutional_nAromBond,constitutional_naAromAtom,hybrid_BCUTw.1h,hybrid_BCUTc.1l,hybrid_BCUTp.1h,topological_nRingBlocks,topological_nAromBlocks,topological_nRings6,topological_MDEC.23,topological_MDEN.12,topological_MDEN.13,topological_khs.aaCH,topological_khs.tsC,topological_khs.dssC,topological_khs.aasC,topological_khs.aaNH,topological_khs.tN,topological_khs.sCl,topological_C1SP1
P49768_pEC50	constitutional_nAromBond,constitutional_naAromAtom,electronic_RPCS,geometrical_RPCS,hybrid_BCUTp.1h,topological_khs.aaS,topological_C2SP2,topological_ATSm2,topological_ATSm5
P53609_pIC50	constitutional_XLogP,constitutional_LipinskiFailures,constitutional_MLogP,constitutional_nAtomP,constitutional_nB,constitutional_nAromBond,constitutional_naAromAtom,constitutional_AMR,electronic_RPCS,electronic_apol,geometrical_RPCS,hybrid_Wlambda2.unity,hybrid_WA.unity,hybrid_WV.unity,topological_nSmallRings,topological_nAromRings,topological_nRings6,topological_WPOL,topological_MDEC.22,topological_MDEC.23,topological_khs.aaCH,topological_khs.tsC,topological_khs.aaaC,topological_khs.tN,topological_SCH.7,topological_VCH.7,topological_C3SP2,topological_ATSp1,topological_ATSp2,topological_ATSp3,topological_ATSp4,topological_ATSp5
P55055_pIC50	constitutional_XLogP,constitutional_MW,constitutional_LipinskiFailures,constitutional_nAtomP,constitutional_nB,constitutional_nAtom,constitutional_ALogp2,constitutional_AMR,electronic_PNSA.2,electronic_FNSA.2,electronic_bpol,geometrical_GRAV.1,geometrical_GRAV.2,geometrical_GRAV.3,geometrical_GRAVH.1,geometrical_GRAVH.2,geometrical_GRAVH.3,geometrical_GRAV.4,geometrical_GRAV.5,geometrical_GRAV.6,geometrical_PNSA.2,geometrical_FNSA.2,hybrid_Wlambda1.unity,hybrid_Wnu1.unity,hybrid_BCUTw.1l,hybrid_BCUTc.1h,topological_Zagreb,topological_WPOL,topological_VAdjMat,topological_VABC,topological_MDEC.12,topological_MDEC.23,topological_MDEC.24,topological_MDEC.34,topological_MDEC.44,topological_khs.ssssC,topological_khs.sssN,topological_khs.sOH,topological_khs.sF,topological_khs.ddssS,topological_Kier1,topological_FMF,topological_C3SP3,topological_ATSm1,topological_ATSm2,topological_ATSm3,topological_ATSm4,topological_ATSm5,topological_ATSc1,topological_ATSc4,topological_ATSc5
P62937_pIC50	constitutional_LipinskiFailures,topological_nSmallRings,topological_MDEC.33,topological_khs.aaN,topological_SCH.7,topological_VCH.6,topological_VCH.7,topological_C3SP2
P62942_pIC50	constitutional_nAromBond,constitutional_naAromAtom,electronic_PNSA.1,electronic_RHSA,electronic_RPSA,geometrical_PNSA.1,geometrical_RHSA,geometrical_RPSA,hybrid_BCUTw.1h,topological_nAromRings,topological_khs.dssC,topological_khs.dO,topological_khs.ddssS,topological_C3SP3
P78536_pIC50	constitutional_XLogP,constitutional_nRotB,constitutional_nAtomLAC,constitutional_nAtomP,constitutional_nAtomLC,constitutional_nBase,constitutional_nAtom,constitutional_nAromBond,constitutional_naAromAtom,constitutional_ALogP,constitutional_ALogp2,electronic_tpsaEfficiency,electronic_TopoPSA,electronic_nHBDon,electronic_PPSA.2,electronic_PNSA.3,electronic_DPSA.2,electronic_DPSA.3,electronic_FPSA.2,electronic_FNSA.2,electronic_FNSA.3,electronic_WNSA.3,electronic_RPCG,electronic_RPCS,electronic_THSA,electronic_TPSA,electronic_RHSA,electronic_RPSA,electronic_bpol,geometrical_MOMI.Y,geometrical_MOMI.XZ,geometrical_MOMI.YZ,geometrical_PPSA.2,geometrical_PNSA.3,geometrical_DPSA.2,geometrical_DPSA.3,geometrical_FPSA.2,geometrical_FNSA.2,geometrical_FNSA.3,geometrical_WNSA.3,geometrical_RPCG,geometrical_RPCS,geometrical_THSA,geometrical_TPSA,geometrical_RHSA,geometrical_RPSA,hybrid_Wlambda3.unity,hybrid_Weta2.unity,hybrid_Weta3.unity,hybrid_WT.unity,hybrid_WK.unity,hybrid_WD.unity,hybrid_BCUTw.1l,hybrid_BCUTc.1l,hybrid_BCUTp.1l,hybrid_BCUTp.1h,topological_nSmallRings,topological_nAromRings,topological_nRingBlocks,topological_nAromBlocks,topological_nRings5,topological_tpsaEfficiency,topological_TopoPSA,topological_MDEC.12,topological_MDEC.13,topological_MDEC.23,topological_MDEC.24,topological_MDEC.33,topological_MDEC.34,topological_MDEO.11,topological_MDEO.12,topological_MDEO.22,topological_khs.ssCH2,topological_khs.dsCH,topological_khs.aaCH,topological_khs.sssCH,topological_khs.tsC,topological_khs.dssC,topological_khs.aasC,topological_khs.aaaC,topological_khs.ssssC,topological_khs.ssNH,topological_khs.sssN,topological_khs.sOH,topological_khs.dO,topological_khs.ssO,topological_khs.aaO,topological_khs.ddssS,topological_HybRatio,topological_FMF,topological_SCH.5,topological_SCH.6,topological_SCH.7,topological_VCH.5,topological_VCH.6,topological_C2SP1,topological_C1SP2,topological_C2SP2,topological_C3SP2,topological_C1SP3,topological_C2SP3,topological_C3SP3,topological_C4SP3,topological_ATSm5,topological_ATSc3,topological_ATSc5
P98170_pIC50	constitutional_XLogP,constitutional_LipinskiFailures,constitutional_MLogP,constitutional_nAtomLAC,constitutional_nAtomP,constitutional_nAtomLC,constitutional_nBase,geometrical_MOMI.R,geometrical_FPSA.3,hybrid_BCUTw.1l,hybrid_BCUTp.1h,topological_nSmallRings,topological_nRings7,topological_MDEC.11,topological_MDEC.13,topological_MDEC.22,topological_MDEC.23,topological_MDEC.33,topological_khs.ssCH2,topological_khs.sOH,topological_FMF,topological_VCH.6,topological_VCH.7,topological_C2SP3,topological_ATSp3,topological_ATSp4,topological_ATSp5
Q00796_pIC50	constitutional_nAtomLC,geometrical_MOMI.Y,hybrid_BCUTc.1h,topological_MDEN.22,topological_MDEN.33,topological_khs.ssCH2,topological_khs.aaN,topological_khs.sssN,topological_khs.aasN,topological_khs.dO,topological_VCH.6,topological_VCH.7
Q04760_pKi	constitutional_nRotB,constitutional_nAtomLC,electronic_FPSA.3,geometrical_FPSA.3,hybrid_BCUTw.1l,topological_MDEC.33,topological_khs.dssC,topological_khs.dO,topological_khs.sSH,topological_Kier2,topological_Kier3,topological_ATSc4
Q05586_pIC50	constitutional_LipinskiFailures,constitutional_nAtomP,constitutional_nBase,constitutional_nAromBond,constitutional_naAromAtom,electronic_tpsaEfficiency,electronic_TopoPSA,electronic_nHBDon,electronic_nHBAcc,electronic_FPSA.3,electronic_RPCG,electronic_TPSA,geometrical_FPSA.3,geometrical_FNSA.3,geometrical_RPCG,geometrical_TPSA,hybrid_Weta1.unity,hybrid_BCUTw.1h,hybrid_BCUTc.1l,topological_nSmallRings,topological_nAromRings,topological_tpsaEfficiency,topological_TopoPSA,topological_MDEC.22,topological_MDEO.11,topological_MDEN.23,topological_khs.sssCH,topological_khs.dssC,topological_khs.aasC,topological_khs.ssNH,topological_khs.aaNH,topological_khs.sssN,topological_khs.dO,topological_SCH.6,topological_C1SP2,topological_C3SP2
Q07817_pIC50	constitutional_XLogP,constitutional_LipinskiFailures,constitutional_nAtomLAC,geometrical_MOMI.XY,hybrid_Wlambda2.unity,hybrid_Weta3.unity,hybrid_BCUTw.1l,hybrid_BCUTc.1h,topological_nSmallRings,topological_nAromRings,topological_MDEC.22,topological_MDEC.23,topological_MDEC.33,topological_khs.dsCH,topological_khs.aaaC,topological_khs.dsN,topological_khs.sssN,topological_khs.aaS,topological_SCH.6,topological_SCH.7,topological_VCH.6,topological_VCH.7
Q13093_pIC50	constitutional_XLogP,constitutional_LipinskiFailures,constitutional_nRotB,constitutional_MLogP,constitutional_ALogp2,electronic_nHBAcc,topological_nAromRings,topological_nAromBlocks,topological_WPATH,topological_MDEC.23,topological_MDEC.33,topological_khs.aasC,topological_Kier1,topological_fragC,topological_C2SP2,topological_C3SP2
Q13258_pKi	constitutional_nAtomLC,electronic_nHBAcc,geometrical_topoShape,hybrid_Wlambda2.unity,hybrid_Wnu2.unity,hybrid_WK.unity,hybrid_BCUTp.1h,topological_topoShape,topological_PetitjeanNumber,topological_MDEC.33,topological_MDEN.33,topological_khs.aasC,topological_khs.sssN,topological_khs.sCl,topological_VCH.7,topological_C3SP2,topological_C3SP3,topological_ATSp4,topological_ATSp5,topological_ATSm5,topological_ATSc2,topological_ATSc3
Q13946_pIC50	constitutional_nAtomP,electronic_nHBDon,hybrid_BCUTp.1h,topological_nSmallRings,topological_nRings6,topological_MDEN.22,topological_khs.aasC,topological_khs.aaNH,topological_khs.aasN,topological_C1SP2,topological_C2SP3,topological_ATSp3,topological_ATSc4,topological_ATSc5
Q15722_pKi	constitutional_LipinskiFailures,constitutional_nRotB,constitutional_nAtomLAC,constitutional_nAromBond,hybrid_BCUTc.1l,topological_nSmallRings,topological_nRingBlocks,topological_nAromBlocks,topological_MDEC.12,topological_khs.dsCH,topological_khs.aaN,topological_HybRatio,topological_SCH.6,topological_SCH.7,topological_VCH.6,topological_C2SP3
Q15746_pIC50	constitutional_nAtomP,constitutional_nAromBond,constitutional_naAromAtom,hybrid_BCUTw.1l,hybrid_BCUTc.1h,topological_nSmallRings,topological_nRingBlocks,topological_nRings7,topological_WPOL,topological_MDEN.23,topological_khs.aaaC,topological_khs.ssO,topological_khs.ddssS,topological_Kier3,topological_ATSp1,topological_ATSp2,topological_ATSp3,topological_ATSp4,topological_ATSp5,topological_ATSm5,topological_ATSc3
Q16602_pIC50	constitutional_nAtomLAC,constitutional_nAtomP,constitutional_nAromBond,constitutional_naAromAtom,electronic_RNCS,geometrical_RNCS,hybrid_BCUTc.1h,hybrid_BCUTp.1h,topological_nSmallRings,topological_nAromRings,topological_nAromBlocks,topological_nRings5,topological_nRings6,topological_MDEC.24,topological_MDEC.33,topological_MDEC.34,topological_MDEO.12,topological_MDEN.22,topological_MDEN.23,topological_khs.aasC,topological_khs.aaaC,topological_khs.ssssC,topological_khs.aaNH,topological_khs.aaN,topological_khs.sssN,topological_HybRatio,topological_SCH.5,topological_SCH.7,topological_VCH.5,topological_VCH.7,topological_C3SP2,topological_C3SP3
Q16790_pIC50	electronic_nHBDon,hybrid_BCUTp.1l,hybrid_BCUTp.1h,topological_nAromRings,topological_khs.aaN,topological_khs.sOH,topological_khs.dsssP,topological_khs.ddssS,topological_C1SP2,topological_ATSc3
Q8IU80_pKi	constitutional_nRotB,topological_nRings5,topological_MDEO.11,topological_MDEN.13,topological_khs.ssNH,topological_khs.sssN,topological_khs.ddssS,topological_SCH.5,topological_VCH.5
Q99500_pIC50	constitutional_nRotB,constitutional_nBase,constitutional_nAtom,electronic_bpol,electronic_apol,hybrid_BCUTp.1l,topological_VABC,topological_MDEC.23,topological_MDEC.33,topological_MDEO.11,topological_khs.aaaC,topological_khs.sOH,topological_khs.dsssP,topological_Kier1,topological_Kier2,topological_Kier3,topological_fragC,topological_ATSp4,topological_ATSp5
Q9GZT9_pIC50	constitutional_nAtomP,constitutional_nAromBond,constitutional_naAromAtom,electronic_nHBAcc,electronic_FNSA.2,geometrical_FNSA.2,hybrid_Weta2.unity,topological_nSmallRings,topological_nAromRings,topological_nRingBlocks,topological_nAromBlocks,topological_nRings6,topological_MDEC.24,topological_MDEC.33,topological_MDEO.11,topological_MDEN.22,topological_MDEN.23,topological_khs.aaN,topological_khs.sssN,topological_khs.aasN,topological_khs.dO,topological_SCH.6,topological_SCH.7,topological_VCH.6,topological_VCH.7,topological_ATSc3
Q9H228_pIC50	constitutional_nAtomLAC,hybrid_BCUTw.1l,topological_nSmallRings,topological_nRingBlocks,topological_MDEC.22,topological_MDEC.23,topological_MDEN.22,topological_MDEN.23,topological_khs.ssCH2,topological_khs.aaCH,topological_khs.sssCH,topological_khs.ssNH,topological_HybRatio,topological_SCH.6,topological_C2SP2,topological_ATSc3,topological_ATSc4
Q9H244_pKi	constitutional_XLogP,constitutional_nRotB,constitutional_MLogP,constitutional_nAtom,constitutional_nAromBond,constitutional_ALogP,electronic_tpsaEfficiency,electronic_PPSA.1,electronic_PPSA.2,electronic_DPSA.1,electronic_FPSA.2,electronic_WPSA.1,electronic_WPSA.2,electronic_bpol,electronic_apol,geometrical_PPSA.1,geometrical_PPSA.2,geometrical_DPSA.1,geometrical_FPSA.2,geometrical_WPSA.1,geometrical_WPSA.2,hybrid_WA.unity,topological_nSmallRings,topological_nRingBlocks,topological_nRings4,topological_nRings5,topological_nRings6,topological_tpsaEfficiency,topological_WPATH,topological_VABC,topological_TopoPSA,topological_MDEC.22,topological_MDEO.12,topological_MDEN.22,topological_MDEN.23,topological_khs.ssCH2,topological_khs.dssC,topological_khs.aaN,topological_khs.aasN,topological_khs.dO,topological_Kier1,topological_Kier2,topological_Kier3,topological_fragC,topological_FMF,topological_ECCEN,topological_SCH.4,topological_SCH.5,topological_SCH.6,topological_SCH.7,topological_VCH.4,topological_VCH.5,topological_VCH.6,topological_VCH.7,topological_C1SP2,topological_C2SP2,topological_C3SP2,topological_C2SP3,topological_ATSc3,topological_ATSc5
