comparing_sets	compound_name	max_tc	mean_tc
all vs all	aluminum_hydroxide	0.81818	0.10669
all vs all	bezafibrate	0.65000	0.35217
all vs all	meperidine	0.83721	0.33951
all vs all	miconazole	1.00000	0.30878
all vs all	dexmethylphenidate	0.96875	0.31786
all vs all	lutein	0.80435	0.28173
all vs all	hydroxyzine	0.91667	0.34479
all vs all	oxetorone	0.88095	0.32122
all vs all	montelukast	0.64706	0.33806
all vs all	ofloxacin	1.00000	0.38606
all vs all	phenylbutazone	0.68000	0.32795
all vs all	levalbuterol	0.95238	0.32513
all vs all	chlorothiazide	0.91935	0.26948
all vs all	hydroflumethiazide	0.95312	0.27833
all vs all	bivalirudin	0.90909	0.40695
all vs all	helium	0.66667	0.03294
all vs all	fosphenytoin	0.67532	0.35314
all vs all	nonoxynol-9	0.79412	0.30023
all vs all	ceritinib	0.72727	0.34068
all vs all	phosphoric_acid	0.80952	0.13308
all vs all	sulindac	0.50000	0.25350
all vs all	zileuton	0.61905	0.25434
all vs all	mequitazine	0.79070	0.28640
all vs all	nimodipine	0.86885	0.32754
all vs all	secobarbital	0.91837	0.32539
all vs all	riluzole	0.51064	0.25683
all vs all	ganirelix	0.96203	0.40433
all vs all	tolbutamide	0.88710	0.28460
all vs all	itraconazole	0.89024	0.38791
all vs all	caffeine	0.95652	0.32364
all vs all	clobetasol	0.97826	0.32680
all vs all	chlorprothixene	0.82500	0.26156
all vs all	calcium_aspartate	0.76667	0.21749
all vs all	vitamin_k_1	1.00000	0.27550
all vs all	meropenem	0.83582	0.35425
all vs all	charcoal	1.00000	0.02950
all vs all	crizotinib	0.70588	0.34744
all vs all	telaprevir	0.78571	0.38818
all vs all	bimatoprost	0.74510	0.36280
all vs all	delavirdine	0.72152	0.34284
all vs all	calcium_lactate	1.00000	0.18537
all vs all	flavoxate	0.79365	0.38276
all vs all	acetaminophen	0.68889	0.33984
all vs all	edrophonium	0.67500	0.28267
all vs all	treosulfan	0.76087	0.23222
all vs all	amisulpride	0.94805	0.37753
all vs all	apraclonidine	0.92683	0.25825
all vs all	procaine	0.77083	0.32902
all vs all	serotonin	0.65957	0.31004
all vs all	crotamiton	0.66667	0.26656
all vs all	lormetazepam	1.00000	0.31905
all vs all	spirapril	0.87719	0.39671
all vs all	spiramycin	0.90909	0.38801
all vs all	chlorpromazine	0.91111	0.30217
all vs all	pyrantel	0.71154	0.27830
all vs all	varenicline	0.58537	0.24541
all vs all	dobutamine	0.78049	0.35575
all vs all	amoxapine	0.85714	0.32099
all vs all	droxidopa	0.80645	0.28901
all vs all	estradiol	0.80952	0.32442
all vs all	bretylium	0.67568	0.23527
all vs all	atenolol	0.77778	0.35324
all vs all	axitinib	0.54762	0.26985
all vs all	chlorhexidine	0.65957	0.25581
all vs all	flurazepam	0.82143	0.34843
all vs all	ioxilan	0.96078	0.36395
all vs all	ulipristal	0.92308	0.35848
all vs all	pentamidine	1.00000	0.29297
all vs all	flucytosine	0.75000	0.23617
all vs all	roxithromycin	0.79167	0.37503
all vs all	darunavir	1.00000	0.36726
all vs all	fluoxetine	0.78947	0.29904
all vs all	xipamide	0.79710	0.29885
all vs all	cevimeline	0.67273	0.30849
all vs all	telmisartan	0.69841	0.35897
all vs all	clemastine	0.72727	0.35197
all vs all	pinaverium	0.73134	0.36626
all vs all	trimetazidine	0.71875	0.38157
all vs all	naltrexone	0.94545	0.38948
all vs all	alosetron	0.78947	0.37570
all vs all	iloprost	0.83333	0.29741
all vs all	indacaterol	0.75472	0.38739
all vs all	diflorasone	0.95833	0.32313
all vs all	telbivudine	0.92308	0.37573
all vs all	norethindrone	0.97143	0.28410
all vs all	romidepsin	0.67568	0.34496
all vs all	deoxycholate	1.00000	0.33120
all vs all	ciprofibrate	0.71429	0.25025
all vs all	fusidate	0.82979	0.32362
all vs all	clofazimine	0.61111	0.25865
all vs all	diatrizoate	0.91429	0.28914
all vs all	oxymetazoline	0.81250	0.35208
all vs all	nilutamide	0.70423	0.30727
all vs all	pheniramine	0.87879	0.28298
all vs all	zinc_acetate	0.80000	0.17265
all vs all	indapamide	0.74667	0.29528
all vs all	benoxinate	1.00000	0.37597
all vs all	dibucaine	0.70833	0.38490
all vs all	guaiazulene	0.40000	0.11625
all vs all	sotalol	0.72727	0.29183
all vs all	levofloxacin	1.00000	0.38606
all vs all	methylprednisolone	0.97778	0.33704
all vs all	nebivolol	0.70909	0.33672
all vs all	quinagolide	0.74667	0.36564
all vs all	dabigatran	0.76712	0.38642
all vs all	tetracaine	0.75556	0.33904
all vs all	proglumetacin	0.82500	0.42664
all vs all	sparfloxacin	0.92308	0.37632
all vs all	aclidinium	0.72881	0.35905
all vs all	iopamidol	0.82692	0.33144
all vs all	cystine	0.75758	0.25700
all vs all	carmustine	0.87500	0.25096
all vs all	vecuronium	1.00000	0.38863
all vs all	nordazepam	0.90698	0.29019
all vs all	gemcitabine	0.87500	0.34135
all vs all	zalcitabine	0.88889	0.35846
all vs all	pramlintide	0.94118	0.39865
all vs all	pantoprazole	0.87302	0.32928
all vs all	lycopene	0.65000	0.11961
all vs all	fenoprofen	0.86364	0.24206
all vs all	phenolphthalein	0.66667	0.27047
all vs all	oxiracetam	0.81250	0.36669
all vs all	flunarizine	0.87879	0.27827
all vs all	medroxyprogesterone	1.00000	0.30083
all vs all	lorcaserin	0.59524	0.24320
all vs all	guaifenesin	0.70270	0.29266
all vs all	pirbuterol	0.74468	0.36558
all vs all	heroin	0.87273	0.38513
all vs all	vorinostat	0.63462	0.28208
all vs all	cilostazol	0.71642	0.36528
all vs all	tenoxicam	0.95890	0.32898
all vs all	spironolactone	0.87805	0.29774
all vs all	fludrocortisone	0.96000	0.33353
all vs all	bacampicillin	0.84848	0.34859
all vs all	naloxone	0.92982	0.39546
all vs all	oxaprozin	0.55319	0.31699
all vs all	lofepramine	0.82979	0.33743
all vs all	isopropyl_alcohol	0.47059	0.11814
all vs all	fenoterol	0.78947	0.33608
all vs all	ziconotide	0.85057	0.38559
all vs all	silodosin	0.78947	0.42118
all vs all	decitabine	0.88710	0.36494
all vs all	arsenic_trioxide	0.00000	0.00000
all vs all	idarubicin	0.96154	0.37367
all vs all	cladribine	0.90625	0.37012
all vs all	triamterene	0.78947	0.23408
all vs all	levorphanol	0.93023	0.34650
all vs all	levonorgestrel	1.00000	0.28913
all vs all	tofisopam	0.67442	0.29735
all vs all	methohexital	0.73585	0.32038
all vs all	tafluprost	0.95455	0.32968
all vs all	triamcinolone	0.97959	0.33033
all vs all	pimobendan	0.64407	0.33767
all vs all	phenytoin	0.64000	0.30568
all vs all	flupirtine	0.88000	0.31889
all vs all	asenapine	0.62963	0.28473
all vs all	ledipasvir	0.80597	0.37007
all vs all	mycophenolate	0.88235	0.32982
all vs all	olopatadine	0.84091	0.34461
all vs all	trichloroacetate	0.57143	0.13718
all vs all	diethylstilbestrol	0.63158	0.24692
all vs all	nisoldipine	0.92727	0.30606
all vs all	etomidate	0.71111	0.32147
all vs all	pergolide	0.66071	0.33374
all vs all	raltegravir	0.68605	0.36735
all vs all	dolutegravir	0.73684	0.40485
all vs all	guanfacine	0.63043	0.24783
all vs all	cosyntropin	0.93590	0.41603
all vs all	minoxidil	0.63235	0.30191
all vs all	pyrazinamide	0.87500	0.23491
all vs all	dantrolene	0.95161	0.31403
all vs all	deflazacort	0.77419	0.37138
all vs all	salicylic_acid	0.80000	0.23896
all vs all	bleomycin	0.75000	0.40096
all vs all	glycopyrronium	0.70000	0.33601
all vs all	levocarnitine	1.00000	0.27405
all vs all	desloratadine	0.60714	0.26853
all vs all	triflusal	0.81481	0.26285
all vs all	pentostatin	0.80882	0.36879
all vs all	sulfamethoxazole	0.81034	0.25465
all vs all	hydralazine	1.00000	0.21357
all vs all	cephalothin	0.87143	0.37139
all vs all	pramipexole	0.59091	0.28817
all vs all	parecoxib	0.79365	0.30210
all vs all	promazine	0.93182	0.30319
all vs all	fluorouracil	0.84211	0.26158
all vs all	ibutilide	0.78873	0.33083
all vs all	donepezil	0.79167	0.37572
all vs all	oxybutynin	0.72727	0.33185
all vs all	panobinostat	0.59259	0.33448
all vs all	glycyrrhizic_acid	1.00000	0.32983
all vs all	17-alpha-hydroxyprogesterone	1.00000	0.30083
all vs all	metaproterenol	0.91429	0.31378
all vs all	penicillamine	0.58621	0.21318
all vs all	raltitrexed	0.71831	0.39171
all vs all	rasagiline	0.62069	0.23413
all vs all	cisapride	0.80822	0.41189
all vs all	articaine	0.70588	0.34023
all vs all	calcitonin	0.93827	0.39235
all vs all	phenprocoumon	0.85714	0.28598
all vs all	lopinavir	0.79167	0.41985
all vs all	carbon_monoxide	0.50000	0.05458
all vs all	zafirlukast	0.77011	0.34607
all vs all	silymarin	0.83721	0.31625
all vs all	thiethylperazine	0.93182	0.30732
all vs all	pregabalin	0.66667	0.24985
all vs all	sodium_phosphate	1.00000	0.12701
all vs all	cobicistat	0.86301	0.38470
all vs all	carfilzomib	0.78571	0.39695
all vs all	ibrutinib	0.76119	0.34827
all vs all	adefovir	0.86154	0.34252
all vs all	levothyroxine	0.76923	0.31659
all vs all	urea	0.57143	0.15116
all vs all	gliquidone	0.80000	0.36072
all vs all	regadenoson	0.88406	0.36932
all vs all	abacavir	0.67213	0.29976
all vs all	benazepril	0.81667	0.40691
all vs all	lidocaine	0.74419	0.31479
all vs all	clonidine	0.92683	0.26169
all vs all	chlordiazepoxide	0.69231	0.29398
all vs all	guaiacolsulfonate	0.68966	0.23041
all vs all	nitisinone	0.67925	0.27052
all vs all	streptozocin	0.65333	0.33277
all vs all	tretinoin	0.77273	0.32150
all vs all	coenzyme_q10	1.00000	0.28193
all vs all	sertraline	0.64103	0.23346
all vs all	calcium_phosphate	0.65957	0.31718
all vs all	clevidipine	0.85417	0.32876
all vs all	sulfacetamide	0.86364	0.23570
all vs all	fenoldopam	0.71698	0.32909
all vs all	dicloxacillin	1.00000	0.34004
all vs all	amiloride	0.65957	0.25460
all vs all	moricizine	0.71053	0.37413
all vs all	captopril	0.76000	0.34262
all vs all	folic_acid	0.90323	0.36408
all vs all	atosiban	0.93056	0.40608
all vs all	xanthine	0.77083	0.28915
all vs all	sodium_acetate	1.00000	0.12385
all vs all	ethyl_loflazepate	0.81132	0.33321
all vs all	bacitracin	0.78947	0.38230
all vs all	nalbuphine	0.94545	0.38198
all vs all	strontium-89	1.00000	0.04759
all vs all	reserpine	0.80556	0.41437
all vs all	loperamide	0.76786	0.38490
all vs all	goserelin	0.91566	0.39683
all vs all	benfluorex	0.66667	0.32224
all vs all	nalidixate	0.67213	0.34072
all vs all	rosiglitazone	0.75000	0.38966
all vs all	acarbose	0.80000	0.33970
all vs all	dorzolamide	0.78481	0.30899
all vs all	loratadine	0.67857	0.34132
all vs all	methylergonovine	0.95082	0.38421
all vs all	fluocinonide	0.94444	0.32889
all vs all	metformin	0.54545	0.16685
all vs all	simeprevir	0.72381	0.36165
all vs all	daptomycin	0.85333	0.42172
all vs all	viloxazine	0.93333	0.36037
all vs all	cloprednol	0.97959	0.33168
all vs all	bepridil	0.71429	0.33799
all vs all	clobazam	0.80392	0.32793
all vs all	chlorpropamide	0.88710	0.27458
all vs all	terlipressin	0.90000	0.39511
all vs all	fexofenadine	0.88889	0.37800
all vs all	rabeprazole	0.86154	0.34774
all vs all	celiprolol	0.79032	0.38095
all vs all	sucralfate	0.65714	0.25744
all vs all	vemurafenib	0.69412	0.32355
all vs all	ondansetron	0.76923	0.35139
all vs all	dactinomycin	0.81176	0.40104
all vs all	dihydralazine	1.00000	0.21357
all vs all	probenecid	0.69118	0.29431
all vs all	doxapram	0.71930	0.38129
all vs all	enfuvirtide	0.84932	0.40542
all vs all	naratriptan	0.84848	0.33449
all vs all	mefenamate	0.67647	0.27429
all vs all	rifampin	0.81176	0.40432
all vs all	ergocalciferol	0.97059	0.26955
all vs all	terbinafine	0.92593	0.24138
all vs all	ruxolitinib	0.62162	0.25014
all vs all	penciclovir	0.82090	0.36693
all vs all	methyldopa	0.88889	0.33385
all vs all	bicalutamide	0.69118	0.31510
all vs all	clavulanate	0.61290	0.31868
all vs all	amdinocillin_pivoxil	0.72500	0.34892
all vs all	pantothenic_acid	0.93182	0.32547
all vs all	trapidil	0.71429	0.27229
all vs all	valsartan	0.81159	0.37623
all vs all	diazoxide	0.85246	0.25773
all vs all	lorazepam	1.00000	0.30152
all vs all	quinapril	0.88333	0.40427
all vs all	pyrilamine	0.76667	0.38277
all vs all	terconazole	0.83784	0.38736
all vs all	dexfenfluramine	0.68750	0.23571
all vs all	isoxsuprine	0.75676	0.32198
all vs all	macitentan	0.70652	0.34520
all vs all	tofacitinib	0.78947	0.35831
all vs all	letrozole	0.75000	0.21139
all vs all	proguanil	0.57143	0.18908
all vs all	nafronyl	0.75439	0.36967
all vs all	etonogestrel	0.97222	0.28494
all vs all	methotrimeprazine	0.80851	0.33221
all vs all	clodronic_acid	0.74194	0.14979
all vs all	selenium	1.00000	0.04240
all vs all	nevirapine	0.70909	0.30108
all vs all	phenylacetate	0.94444	0.31193
all vs all	diflucortolone	1.00000	0.32088
all vs all	primidone	0.82609	0.32448
all vs all	phentermine	0.70000	0.20249
all vs all	trazodone	0.80000	0.32911
all vs all	fosamprenavir	0.93976	0.34831
all vs all	ethanolamine	0.68293	0.29269
all vs all	fluvastatin	0.75000	0.34551
all vs all	ezogabine	0.88000	0.30399
all vs all	manganese	0.60000	0.07579
all vs all	trifluoperazine	0.88000	0.31031
all vs all	dihydroergocristine	0.97260	0.42719
all vs all	labetalol	0.73585	0.37592
all vs all	cephalexin	0.96552	0.34517
all vs all	methamphetamine	0.70000	0.19994
all vs all	hymecromone	0.83871	0.26126
all vs all	histrelin	0.97368	0.40981
all vs all	levomilnacipran	0.89744	0.29275
all vs all	methylsulfonylmethane	0.68293	0.33465
all vs all	perflutren	0.75000	0.05454
all vs all	nifuroxazide	0.68750	0.28399
all vs all	thiocolchicoside	0.70492	0.36824
all vs all	dicumarol	0.85714	0.29596
all vs all	etofenamate	0.68750	0.33811
all vs all	benzoyl_peroxide	0.61905	0.20281
all vs all	bethanechol	0.73684	0.27894
all vs all	pamidronate	0.93023	0.24963
all vs all	imipenem	0.76056	0.35989
all vs all	pantothenate	0.86000	0.32245
all vs all	losartan	0.89062	0.34007
all vs all	methyltestosterone	0.94444	0.29646
all vs all	sodium	0.83871	0.12345
all vs all	pramoxine	0.74510	0.35858
all vs all	potassium_phosphate	1.00000	0.13425
all vs all	flunisolide	0.98148	0.33216
all vs all	fenoxazoline	0.80392	0.33542
all vs all	bicarbonate_ion	0.62500	0.13997
all vs all	aspirin	0.86957	0.25773
all vs all	nilotinib	0.70175	0.30713
all vs all	flecainide	0.67188	0.37603
all vs all	sodium_carbonate	0.67857	0.15930
all vs all	citalopram	1.00000	0.32999
all vs all	diphenhydramine	0.91176	0.30022
all vs all	domperidone	0.89655	0.37135
all vs all	trametinib	0.62667	0.32534
all vs all	succinate	1.00000	0.18510
all vs all	aprindine	0.73529	0.29349
all vs all	lanatoside_c	0.98182	0.36070
all vs all	desvenlafaxine	0.79167	0.37017
all vs all	paclitaxel	0.85714	0.36809
all vs all	almitrine	0.71739	0.28908
all vs all	loteprednol_etabonate	0.92157	0.32548
all vs all	tamoxifen	0.88095	0.31414
all vs all	midodrine	0.76471	0.36851
all vs all	hesperidin	0.93182	0.33643
all vs all	vindesine	0.94805	0.43576
all vs all	trospium	0.72881	0.35777
all vs all	iohexol	0.96078	0.35312
all vs all	magnesium_sulfate	0.96552	0.13694
all vs all	erythromycin	0.88136	0.38489
all vs all	tropatepine	0.73913	0.28286
all vs all	amitriptyline	0.96667	0.25597
all vs all	drospirenone	0.92105	0.28274
all vs all	doxorubicin_liposome	0.94915	0.38585
all vs all	clidinium	0.86538	0.35616
all vs all	calcium_citrate	1.00000	0.20382
all vs all	rifabutin	0.81176	0.40856
all vs all	benzonatate	0.74468	0.33400
all vs all	roflumilast	0.69091	0.31972
all vs all	nitrogen	0.42857	0.06031
all vs all	pentobarbital	0.95745	0.33211
all vs all	lactate	0.70455	0.36356
all vs all	doxorubicin	1.00000	0.39188
all vs all	testosterone	0.90000	0.31021
all vs all	bortezomib	0.59649	0.32038
all vs all	lactitol	0.91429	0.28392
all vs all	biotin	0.65714	0.33470
all vs all	sulfur	0.50000	0.08595
all vs all	tizanidine	0.78000	0.25932
all vs all	bambuterol	0.75410	0.36592
all vs all	brotizolam	0.85417	0.24888
all vs all	bendroflumethiazide	0.89231	0.28510
all vs all	ticagrelor	0.66316	0.36989
all vs all	racecadotril	0.59649	0.32412
all vs all	maraviroc	0.74242	0.34750
all vs all	bupropion	0.60000	0.21973
all vs all	chlorambucil	0.80000	0.31421
all vs all	alendronate	0.93023	0.24754
all vs all	iopromide	0.94643	0.36825
all vs all	canrenoic_acid	1.00000	0.33028
all vs all	flutamide	0.70000	0.25392
all vs all	albuterol	0.95238	0.31297
all vs all	pancuronium	1.00000	0.38863
all vs all	vardenafil	0.95556	0.36427
all vs all	nystatin	0.98000	0.36706
all vs all	lumefantrine	0.68000	0.32734
all vs all	clindamycin	0.95385	0.38788
all vs all	orphenadrine	0.91176	0.31284
all vs all	buspirone	0.76190	0.36329
all vs all	desmopressin	0.90000	0.38190
all vs all	xylometazoline	0.81250	0.29338
all vs all	magnesium_chloride	1.00000	0.11920
all vs all	hydroxyurea	0.61905	0.17669
all vs all	meptazinol	0.72340	0.32813
all vs all	chlormezanone	0.63077	0.30819
all vs all	amorolfine	0.67391	0.30814
all vs all	lamivudine	0.92308	0.34264
all vs all	eprosartan	0.70492	0.35729
all vs all	methylphenidate	0.96875	0.31295
all vs all	tobramycin	0.83636	0.35864
all vs all	thymol	1.00000	0.20814
all vs all	ticarcillin	0.89091	0.32908
all vs all	leuprolide	0.97368	0.40899
all vs all	furosemide	0.70270	0.29853
all vs all	progesterone	1.00000	0.26801
all vs all	thiamylal	0.85185	0.30922
all vs all	fludarabine	0.86486	0.35005
all vs all	phenyl_salicylate	0.87500	0.24746
all vs all	calcipotriene	0.90244	0.29545
all vs all	nifedipine	0.90741	0.28698
all vs all	tibolone	0.97143	0.29021
all vs all	toremifene	0.88095	0.31539
all vs all	hydroquinone	0.84615	0.19209
all vs all	guanethidine	0.65116	0.25373
all vs all	nefopam	0.76190	0.31065
all vs all	tyrosine	0.84375	0.29371
all vs all	capecitabine	0.73077	0.37264
all vs all	naftifine	0.77778	0.22757
all vs all	misoprostol	0.97500	0.31647
all vs all	amiodarone	0.70690	0.36934
all vs all	acyclovir	0.88235	0.35325
all vs all	sulpiride	0.92593	0.36202
all vs all	calcium_ascorbate	0.84615	0.27039
all vs all	lapatinib	0.72727	0.36406
all vs all	ibandronate	0.69643	0.28922
all vs all	phenelzine	0.57143	0.20051
all vs all	somatostatin	0.90000	0.40548
all vs all	atorvastatin	0.71250	0.39752
all vs all	bifonazole	0.75000	0.22073
all vs all	tubocurarine	0.82258	0.38914
all vs all	cabazitaxel	0.96610	0.34940
all vs all	ceftazidime	0.88235	0.36172
all vs all	alizapride	0.69444	0.37292
all vs all	everolimus	0.93939	0.41709
all vs all	tenofovir	0.86154	0.34253
all vs all	eicosapentaenoate	0.86364	0.20694
all vs all	cetylpyridinium	0.66667	0.25764
all vs all	dihydrocodeine	0.91379	0.39180
all vs all	sincalide	0.75789	0.37437
all vs all	azilsartan	0.65217	0.34896
all vs all	zomepirac	0.88095	0.34216
all vs all	propiverine	0.80769	0.37459
all vs all	metaxalone	0.63462	0.34485
all vs all	gemfibrozil	0.72093	0.31662
all vs all	peramivir	0.63934	0.31982
all vs all	magnesium_trisilicate	0.72727	0.13140
all vs all	metolazone	0.78873	0.30510
all vs all	adapalene	0.72414	0.27005
all vs all	penicillin_v	0.88889	0.40094
all vs all	benztropine	0.84091	0.33064
all vs all	mesoridazine	0.70513	0.31972
all vs all	pimecrolimus	0.89706	0.40299
all vs all	grepafloxacin	0.92754	0.38876
all vs all	lisdexamfetamine	0.68293	0.29085
all vs all	maltose	0.94286	0.29555
all vs all	febuxostat	0.57576	0.31393
all vs all	nedocromil	0.67213	0.38445
all vs all	benperidol	0.85000	0.37842
all vs all	imidapril	0.79032	0.40521
all vs all	ramipril	0.96296	0.38837
all vs all	nafarelin	0.95946	0.40791
all vs all	cinacalcet	0.68750	0.25344
all vs all	brimonidine	0.82609	0.28048
all vs all	quinacrine	0.77966	0.38807
all vs all	dibasic_potassium_phosphate	1.00000	0.12701
all vs all	temazepam	1.00000	0.31905
all vs all	fenspiride	0.72414	0.38357
all vs all	nimesulide	0.70588	0.27030
all vs all	sitagliptin	0.75385	0.34058
all vs all	chlormethiazole	0.46341	0.20361
all vs all	resveratrol	0.84211	0.22201
all vs all	propiomazine	0.88372	0.31990
all vs all	arformoterol	0.88235	0.37766
all vs all	ticlopidine	0.75556	0.27328
all vs all	fluoxymesterone	0.90909	0.30604
all vs all	risedronic_acid	0.89744	0.25463
all vs all	cetrorelix	0.96203	0.39874
all vs all	distigmine	0.78689	0.38933
all vs all	dextran	0.91667	0.30474
all vs all	potassium_bitartrate	0.72000	0.17368
all vs all	sulfadiazine	0.88679	0.24048
all vs all	plerixafor	0.68571	0.28368
all vs all	ceftibuten	0.82353	0.35180
all vs all	lactulose	0.84615	0.29995
all vs all	phendimetrazine	0.76190	0.32543
all vs all	potassium_aspartate	0.80000	0.24626
all vs all	albendazole	0.70588	0.30352
all vs all	oxyquinoline	0.77778	0.24065
all vs all	chlorthalidone	0.79710	0.29836
all vs all	ioversol	0.90741	0.36318
all vs all	acenocoumarol	0.70175	0.31372
all vs all	lysine	0.96296	0.26461
all vs all	noscapine	0.77049	0.38521
all vs all	anthralin	0.75000	0.24745
all vs all	isometheptene	0.59091	0.18162
all vs all	norepinephrine	0.84848	0.29580
all vs all	zinc_chloride	0.75000	0.04632
all vs all	orlistat	0.64516	0.32432
all vs all	norgestrel	1.00000	0.28913
all vs all	isoproterenol	0.90625	0.31953
all vs all	temozolomide	0.82692	0.30973
all vs all	estramustine	0.67188	0.38831
all vs all	cabozantinib	0.71186	0.34724
all vs all	pholcodine	0.88136	0.40233
all vs all	icatibant	0.81579	0.40051
all vs all	ezetimibe	0.63934	0.33748
all vs all	azosemide	0.75385	0.25879
all vs all	hypochlorite	0.63636	0.06983
all vs all	methadone	0.63636	0.28565
all vs all	armodafinil	1.00000	0.25142
all vs all	creatine	0.65000	0.26727
all vs all	bamifylline	0.81159	0.40927
all vs all	activated_charcoal	1.00000	0.02950
all vs all	sultopride	0.94805	0.37290
all vs all	trientine	0.67857	0.19564
all vs all	ertapenem	0.83582	0.37240
all vs all	colchicine	0.70492	0.32079
all vs all	cyclobenzaprine	0.96667	0.25214
all vs all	butabarbital	0.95745	0.32293
all vs all	meprednisone	0.97778	0.33255
all vs all	coenzyme_a	0.74713	0.39904
all vs all	miltefosine	0.79592	0.27475
all vs all	cyclosporine	0.74242	0.38223
all vs all	leflunomide	0.58491	0.28052
all vs all	ropivacaine	0.95745	0.35502
all vs all	cefadroxil	0.96552	0.35154
all vs all	pravastatin	0.85714	0.32728
all vs all	papaverine	0.68571	0.31023
all vs all	tiapride	0.86486	0.34851
all vs all	biperiden	0.92105	0.33369
all vs all	scopolamine	0.86207	0.36376
all vs all	estazolam	0.95238	0.24955
all vs all	cortisone	1.00000	0.33868
all vs all	meloxicam	0.95890	0.33185
all vs all	hydrochloric_acid	0.75000	0.03871
all vs all	ivermectin	0.85000	0.35236
all vs all	metipranolol	0.91111	0.35813
all vs all	propionate	0.68750	0.16525
all vs all	phenylephrine	0.94872	0.32299
all vs all	posaconazole	0.89024	0.39189
all vs all	luteinizing_hormone	0.86747	0.39476
all vs all	milrinone	0.72500	0.26432
all vs all	phenobarbital	0.82609	0.31676
all vs all	vildagliptin	0.71186	0.37941
all vs all	olanzapine	0.78182	0.29938
all vs all	mibefradil	0.76923	0.40997
all vs all	irbesartan	0.70423	0.34430
all vs all	cinnarizine	0.87879	0.27970
all vs all	butenafine	0.92593	0.24416
all vs all	anethole_trithione	0.45000	0.19468
all vs all	fluorescein	0.85714	0.27486
all vs all	melatonin	0.67308	0.35789
all vs all	fesoterodine	0.78049	0.35947
all vs all	dacarbazine	0.69643	0.27294
all vs all	apremilast	0.77500	0.36933
all vs all	oxytocin	0.93056	0.40226
all vs all	desogestrel	0.94444	0.26423
all vs all	isoniazid	0.67857	0.21989
all vs all	perazine	0.93182	0.30620
all vs all	chloramphenicol	0.65278	0.27390
all vs all	ambroxol	0.60000	0.31699
all vs all	silver_sulfadiazine	0.88679	0.22965
all vs all	cefamandole	0.90123	0.35649
all vs all	malathion	0.62745	0.22820
all vs all	vilanterol	0.89583	0.34924
all vs all	thioridazine	0.91304	0.31520
all vs all	nortriptyline	0.86667	0.24208
all vs all	cyproheptadine	0.82500	0.27217
all vs all	clarithromycin	0.88136	0.37319
all vs all	ceftaroline	0.79787	0.33362
all vs all	indinavir	0.88060	0.43274
all vs all	travoprost	0.95455	0.33086
all vs all	omacetaxine_mepesuccinate	0.78873	0.41011
all vs all	vandetanib	0.84375	0.37226
all vs all	balsalazide	0.70833	0.35454
all vs all	lacosamide	0.65079	0.33796
all vs all	adenosine	1.00000	0.36496
all vs all	potassium_bicarbonate	1.00000	0.13337
all vs all	magnesium_oxide	0.57143	0.05923
all vs all	tinidazole	0.73611	0.29936
all vs all	doxycycline	0.98113	0.34796
all vs all	gentamicin	0.75309	0.35394
all vs all	benzyl_alcohol	0.78571	0.16343
all vs all	carbocysteine	0.76667	0.26583
all vs all	histamine	0.60526	0.24631
all vs all	epirubicin	1.00000	0.39188
all vs all	eplerenone	0.84091	0.30003
all vs all	fluphenazine	0.90566	0.33626
all vs all	griseofulvin	0.62791	0.29848
all vs all	regorafenib	1.00000	0.32976
all vs all	rofecoxib	0.54386	0.25381
all vs all	demeclocycline	0.90000	0.35368
all vs all	melphalan	0.80000	0.32478
all vs all	phloroglucinol	0.84211	0.20713
all vs all	frovatriptan	0.63830	0.30018
all vs all	ketoprofen	1.00000	0.22288
all vs all	water	0.50000	0.06412
all vs all	polymyxin_b	0.93651	0.40785
all vs all	arsenic	0.66667	0.03133
all vs all	lomustine	0.87500	0.27594
all vs all	diazepam	0.86000	0.32053
all vs all	thalidomide	0.90000	0.35807
all vs all	indigo	0.61224	0.29994
all vs all	mirabegron	0.69014	0.34653
all vs all	atropine	0.97872	0.37749
all vs all	isoflurane	1.00000	0.09670
all vs all	amodiaquine	0.72581	0.35687
all vs all	lithium_carbonate	0.92857	0.12301
all vs all	entacapone	0.68254	0.32569
all vs all	lomitapide	0.74603	0.36513
all vs all	boceprevir	0.71831	0.35758
all vs all	antipyrine	0.73585	0.28348
all vs all	ergonovine	0.85714	0.38748
all vs all	tranylcypromine	0.50000	0.19502
all vs all	haloperidol	0.80000	0.37447
all vs all	chondroitin_sulfates	0.82192	0.34094
all vs all	tamsulosin	0.78481	0.34160
all vs all	felbinac	0.60000	0.20894
all vs all	tolcapone	0.70175	0.29164
all vs all	oxeladin	0.85000	0.33017
all vs all	felbamate	0.67500	0.28433
all vs all	ceftriaxone	0.89157	0.35107
all vs all	nicorandil	0.61765	0.31265
all vs all	streptomycin	0.73333	0.35360
all vs all	iodine	0.33333	0.03703
all vs all	levosimendan	0.64407	0.29496
all vs all	pralatrexate	0.81667	0.34016
all vs all	esomeprazole	1.00000	0.32944
all vs all	glucose	0.90625	0.27123
all vs all	diltiazem	0.70588	0.38219
all vs all	dutasteride	0.80392	0.35366
all vs all	lercanidipine	0.91176	0.35235
all vs all	amphetamine	0.78125	0.30404
all vs all	oseltamivir	0.66667	0.34663
all vs all	rivaroxaban	0.85294	0.37613
all vs all	prednicarbate	0.93750	0.33424
all vs all	carisoprodol	0.94872	0.29178
all vs all	sodium_citrate	0.95652	0.19645
