fr_MultiSURF_tf_0_pc_0.1_md_RandomForest_tl_20_cs_0.5	fr_MultiSURF_tf_0_pc_0.1_md_RandomForest_tl_20_cs_0.7	fr_MultiSURF_tf_0_pc_0.1_md_RandomForest_tl_50_cs_0.5	fr_MultiSURF_tf_0_pc_0.1_md_RandomForest_tl_50_cs_0.7	fr_MultiSURF_tf_0_pc_0.1_md_XGBoost_tl_20_cs_0.5	fr_MultiSURF_tf_0_pc_0.1_md_XGBoost_tl_20_cs_0.7	fr_MultiSURF_tf_0_pc_0.1_md_XGBoost_tl_50_cs_0.5	fr_MultiSURF_tf_0_pc_0.1_md_XGBoost_tl_50_cs_0.7	fr_MultiSURF_tf_1_pc_0.1_md_RandomForest_tl_20_cs_0.5	fr_MultiSURF_tf_1_pc_0.1_md_RandomForest_tl_20_cs_0.7	fr_MultiSURF_tf_1_pc_0.1_md_RandomForest_tl_50_cs_0.5	fr_MultiSURF_tf_1_pc_0.1_md_RandomForest_tl_50_cs_0.7	fr_MultiSURF_tf_1_pc_0.1_md_XGBoost_tl_20_cs_0.5	fr_MultiSURF_tf_1_pc_0.1_md_XGBoost_tl_20_cs_0.7	fr_MultiSURF_tf_1_pc_0.1_md_XGBoost_tl_50_cs_0.5	fr_MultiSURF_tf_1_pc_0.1_md_XGBoost_tl_50_cs_0.7	fr_MultiSURFstar_tf_0_pc_0.1_md_RandomForest_tl_20_cs_0.5	fr_MultiSURFstar_tf_0_pc_0.1_md_RandomForest_tl_20_cs_0.7	fr_MultiSURFstar_tf_0_pc_0.1_md_RandomForest_tl_50_cs_0.5	fr_MultiSURFstar_tf_0_pc_0.1_md_RandomForest_tl_50_cs_0.7	fr_MultiSURFstar_tf_0_pc_0.1_md_XGBoost_tl_20_cs_0.5	fr_MultiSURFstar_tf_0_pc_0.1_md_XGBoost_tl_20_cs_0.7	fr_MultiSURFstar_tf_0_pc_0.1_md_XGBoost_tl_50_cs_0.5	fr_MultiSURFstar_tf_0_pc_0.1_md_XGBoost_tl_50_cs_0.7	fr_MultiSURFstar_tf_1_pc_0.1_md_RandomForest_tl_20_cs_0.5	fr_MultiSURFstar_tf_1_pc_0.1_md_RandomForest_tl_20_cs_0.7	fr_MultiSURFstar_tf_1_pc_0.1_md_RandomForest_tl_50_cs_0.5	fr_MultiSURFstar_tf_1_pc_0.1_md_RandomForest_tl_50_cs_0.7	fr_MultiSURFstar_tf_1_pc_0.1_md_XGBoost_tl_20_cs_0.5	fr_MultiSURFstar_tf_1_pc_0.1_md_XGBoost_tl_20_cs_0.7	fr_MultiSURFstar_tf_1_pc_0.1_md_XGBoost_tl_50_cs_0.5	fr_MultiSURFstar_tf_1_pc_0.1_md_XGBoost_tl_50_cs_0.7
P39086_pIC50	-1.4468345	-1.4468345	-0.9889145	-1.4468345	-1.4501375	-1.4501375	-1.4501375	-1.4501375	-0.827358	NA	-0.827358	NA	-0.8033275	NA	-0.8033275	NA	-0.8703815	-0.8103895	-0.9774115	-0.7804535	-0.7741205	-0.9771	-0.8750755	-0.7741205	-0.9896485	-0.975329	-1.020223	-1.027991	-0.920304	NA	-0.906491	-0.920304
P41235_pIC50	0.159969	0.0676995	0.153996	0.080175	0.294464	0.0673725	0.2636575	0.273196	0.073716	0.112863	0.0947845	0.112863	0.137558	0.1184015	0.2335185	0.090832	-0.0072975	-0.025699	0.1481585	-0.081885	0.155485	-0.1114075	0.050194	0.155485	-0.1573735	-0.1347465	0.091016	-0.0932095	-0.0084005	-0.123192	0.081688	-0.046097
P42338_pKi	0.0689995	0.114909	0.119178	0.1946945	0.0927385	0.144406	0.1467285	0.1304935	-0.00746	0.003115	0.1043585	0.0200065	0.131673	0.0025735	0.2464745	0.152916	0.0272255	0.07465	0.120044	0.090092	0.0367085	-0.0777755	0.12319	0.0868395	-0.2488055	-0.176225	0.102394	0.0475515	-0.0715095	-0.1743565	0.199451	-0.0735945
P42892_pKi	-0.4782645	-0.7200635	-0.4670865	-0.384807	-0.279533	-0.768782	-0.279533	-0.768782	-0.5511585	-0.6202975	-0.401163	-0.629079	-0.720978	-0.681643	-0.6380035	-0.681643	-0.6166885	-0.547829	-0.6050805	-0.547829	-0.6104425	-0.435171	-0.6104425	-0.435171	-0.9269675	NA	-0.9269675	NA	-0.8663425	NA	-0.8663425	NA
P43490_pIC50	0.2575365	0.2214625	0.3234585	0.2881405	0.263335	0.313753	0.3238695	0.3146905	0.2486945	0.2125385	0.2386925	0.2540195	0.291407	0.189034	0.34401	0.2511915	0.171018	0.124669	0.228895	0.124669	0.294834	0.2673075	0.3220545	0.294834	0.226179	0.0086185	0.209737	0.178373	0.318118	0.166857	0.3003755	0.2039305
P43681_pEC50	0.4786465	0.4628395	0.4878145	0.4757475	0.4919415	0.4924615	0.510055	0.49601	0.486133	0.4372605	0.4976115	0.5058595	0.485158	0.476278	0.512573	0.4978735	0.4079225	0.393111	0.481506	0.4311215	0.4466985	0.41516	0.4621805	0.4585225	0.1128275	-0.037997	0.4875005	0.378917	0.1678645	-0.039074	0.517846	0.4451225
P46663_pKi	0.2451645	0.2620895	0.243833	0.25709	0.3563885	0.322129	0.366477	0.3300665	0.2273785	0.126103	0.2660785	0.2209435	0.3235125	0.2778025	0.3048485	0.306818	0.225938	0.133938	0.2572205	0.1265825	0.3005295	0.285785	0.3440205	0.29819	0.0519355	0.1268725	0.2221605	0.215418	0.222786	0.1579475	0.3264805	0.2332935
P47900_pKi	0.452769	0.3794825	0.4131485	0.452769	0.516073	0.496905	0.5366185	0.488041	0.4481845	0.335802	0.41545	0.447903	0.389316	0.372507	0.472177	0.423896	0.3918515	0.32425	0.4225445	0.393362	0.342136	0.2451275	0.5243395	0.513338	0.3901465	0.2169025	0.434868	0.423268	0.4122975	0.2685965	0.4961125	0.4766695
P48048_pIC50	0.0839115	0.065093	0.179682	0.065093	0.055331	0.089679	0.185945	0.089679	0.069004	0.0160765	0.113048	0.0268155	0.057911	0.025759	0.1125105	0.0436695	0.1090025	0.1522435	0.1090025	0.1522435	0.0916295	0.128189	0.074917	0.128189	-0.175362	NA	0.0743585	-0.175362	-0.1717185	NA	0.0816435	NA
P49841_pKi	0.504743	0.53338	0.504743	0.53338	0.497653	0.504319	0.515829	0.5168145	0.421669	0.3648005	0.5058335	0.3930275	0.454042	0.378123	0.50137	0.456951	0.5272375	0.4023695	0.5271135	0.5272375	0.5305905	0.4339685	0.5126825	0.5263885	0.380615	0.2155685	0.5163665	0.4143425	0.454816	0.3078855	0.5211445	0.4912785
P50281_pKi	0.340606	0.288503	0.2573495	0.3415465	0.265914	0.294911	0.402807	0.2765185	0.180501	-0.0344955	0.361436	0.3436235	0.277976	0.160926	0.442618	0.412655	0.1124965	0.276829	0.2240035	0.29152	0.2763835	0.232077	0.312264	0.2193905	0.118129	-0.09217	0.230706	0.100413	0.0086025	-0.093186	0.4087325	0.0421015
P51681_pIC50	0.6684835	0.6660615	0.6828075	0.6774585	0.652064	0.6505455	0.647467	0.649463	0.6428735	0.641918	0.6746495	0.6447615	0.646245	0.6464025	0.6451725	0.6454705	0.6419475	0.642045	0.6675105	0.667208	0.6150235	0.6081925	0.6107075	0.618579	0.6486535	0.606143	0.661244	0.639843	0.626174	0.615909	0.6219875	0.6195335
P51812_pIC50	0.4397395	0.4100905	0.4745345	0.4397395	0.473428	0.488962	0.518936	0.4795335	0.3664165	0.17068	0.4482535	0.458142	0.465079	0.4231895	0.5184545	0.4469535	0.4359215	0.377805	0.436802	0.4167315	0.4470695	0.292269	0.4143735	0.445125	0.093918	NA	0.3686665	0.276366	0.2441585	0.1708085	0.4228165	0.289203
P52333_pIC50	0.656814	0.649595	0.653975	0.650928	0.6805005	0.6807665	0.6831715	0.6851395	0.565085	0.2265205	0.651977	0.6362105	0.52977	0.3735195	0.5382935	0.5360775	0.5607445	0.405359	0.5639245	0.5607445	0.4707755	0.3460645	0.4707755	0.4591105	0.543277	0.328014	0.610165	0.594739	0.499098	0.2570415	0.6732235	0.552304
P98170_pKi	0.759255	0.771283	0.7489505	0.771283	0.7648455	0.78282	0.7664625	0.78282	0.587769	NA	0.769177	0.7182545	-0.1074725	NA	0.7537575	0.587984	0.7557715	0.728508	0.7415045	0.728492	0.733965	0.6933635	0.712836	0.6421075	-0.113643	-0.113643	0.751956	-0.113643	-0.1095945	NA	-0.1095945	-0.1095945
Q05655_pIC50	0.333432	0.2711175	0.373573	0.3328785	0.395833	0.3535285	0.4168055	0.395833	0.3568705	0.298771	0.3613715	0.3730535	0.4011315	0.28584	0.397977	0.4046115	0.363183	0.3664545	0.360636	0.363183	0.437473	0.4327375	0.44102	0.432511	0.386039	0.373004	0.3876865	0.375327	0.408229	0.375031	0.401111	0.4125225
Q07973_pIC50	-0.7825505	-1.47747	-1.1880095	-0.4984295	-0.4577385	-2.5880195	-1.114631	-1.2693445	-0.9743995	NA	-0.6104105	-0.9743995	-2.46055	NA	-0.5541205	NA	-1.028266	-1.321842	-0.887954	-1.057425	-0.8879575	-0.6209375	-0.653756	-0.7976545	-1.831071	-2.778264	-1.3690505	-1.1072095	-1.594369	NA	-0.9888615	-1.594369
Q08345_pIC50	0.2879995	0.2983515	0.3465735	0.2885075	0.3397665	0.328353	0.3656075	0.328353	0.2457145	0.1345635	0.2361205	0.221569	0.244164	0.14159	0.2699995	0.217309	0.2179935	0.1916885	0.20113	0.185924	0.2296385	0.189894	0.260725	0.2281785	-0.0374265	-0.0374265	0.002228	-0.0374265	-0.0371985	-0.0371985	0.0581675	-0.0371985
Q13002_pKi	0.2870615	0.2865985	0.2805045	0.2870615	0.2702635	0.2224445	0.2462895	0.2310325	-0.2316275	-0.2316275	-0.2015395	-0.2316275	-0.2304925	NA	-0.198461	-0.2304925	-0.228846	-0.2148435	0.243961	-0.144359	-0.2164235	-0.2332495	-0.237523	-0.135911	-0.2273625	NA	0.0454995	-0.1985125	-0.248456	-0.186699	0.270176	-0.2198215
Q13224_pKi	-0.193067	-0.132284	-0.1138055	-0.2020505	-0.19703	-0.141235	-0.2344115	-0.141235	-0.257608	-0.352731	-0.030975	-0.352731	-0.0869365	-0.359957	0.158022	-0.359957	-0.275952	-0.2601055	-0.275952	-0.2271705	-0.226036	-0.2500215	-0.47173	-0.201643	-0.2198955	-0.2589835	-0.235434	-0.2589835	-0.1998635	-0.2692395	-0.1998635	-0.2692395
Q13936_pIC50	0.4999755	0.4860365	0.59658	0.5103185	0.6736585	0.488741	0.681228	0.625484	0.458533	0.0031725	0.5945345	0.5096095	0.625089	0.4894075	0.6206935	0.5998915	0.5595355	0.5079805	0.5475425	0.5079805	0.4883895	0.4398705	0.5026705	0.5209445	0.5631015	0.343087	0.545304	0.4645905	0.5426505	0.349087	0.546459	0.528138
Q14534_pIC50	-0.197183	-0.3438425	-0.17819	-0.3438425	-0.8156605	-0.1626805	-0.8156605	-0.1626805	-0.098706	-0.3655135	-0.301418	-0.4775555	-0.1981235	-0.328333	-0.834605	-0.328333	-0.357154	-0.2474435	-0.3553435	-0.37385	-0.114573	-0.721412	-0.3944915	-0.9413065	-0.670745	-0.984434	-0.228769	-1.379021	-1.2475505	-0.924584	-0.3177555	-1.2475505
Q14790_pIC50	0.4335945	0.433736	0.3736585	0.433952	0.433704	0.4263835	0.481276	0.4412545	0.2166885	0.2915045	0.3583205	0.314347	0.487588	0.3159245	0.4773505	0.468927	0.3977815	0.221434	0.448274	0.3376085	0.3214455	0.1749695	0.460682	0.434964	0.0655835	-0.0298435	0.3961245	0.053306	0.326051	-0.021311	0.474632	0.04754
Q15046_pIC50	-1.137062	-1.1205065	-0.9420965	-1.3856395	-1.9741755	-1.5323805	-1.9741755	-1.5323805	-0.8956835	NA	-0.5958985	NA	-0.8996755	NA	-0.8996755	NA	-1.406213	-1.397711	-1.4401265	-1.360539	-2.102259	-1.8369	-2.102259	-1.8369	-0.757967	-0.9375555	-0.7744205	-0.9375555	-0.772216	-0.9364625	-0.772216	-0.9364625
Q15078_pIC50	0.272476	0.257027	0.298044	0.2998975	0.3164065	0.2854235	0.3263875	0.3094405	0.181698	0.129343	0.3015505	0.2668545	0.312217	0.290645	0.2971945	0.2997725	0.1814225	0.238044	0.2778075	0.1814225	0.302058	0.2403585	0.2983765	0.2983985	0.272189	0.0949975	0.272244	0.2581945	0.270579	0.263565	0.3115845	0.293429
Q16665_pIC50	0.4957475	0.4616755	0.503503	0.4699855	0.5815395	0.4698375	0.5388195	0.5712765	0.4467475	-0.0418815	0.517634	0.0789595	0.4066265	0.081432	0.476543	0.200997	0.493603	0.30319	0.515953	0.5231195	0.530179	0.4595565	0.548891	0.539	0.3815795	0.1980635	0.4850445	0.413141	0.3854645	0.208036	0.4741585	0.4953575
Q16790_pIC50	0.4092675	0.405833	0.229452	0.330296	0.517676	0.467707	0.408194	0.517676	0.2884515	-0.2846785	0.2834735	0.2262865	0.327861	0.3182505	0.3495685	0.331084	0.3936535	0.411493	0.3409685	0.3988595	0.4891735	0.467435	0.3634305	0.308265	0.209783	0.178325	0.3324255	-0.01922	0.196972	0.1990025	0.309499	-0.143804
Q86V86_pIC50	0.430075	0.3826915	0.4439375	0.430075	0.4889125	0.4527225	0.4945975	0.496935	0.3619205	0.35625	0.3612875	0.35625	0.419189	0.373517	0.5202165	0.408922	0.3364365	0.143007	0.3673855	0.3412665	0.331706	0.289114	0.3951635	0.331706	0.0752795	0.068343	0.3843095	0.3503445	0.3708145	0.0753515	0.4405865	0.34461
Q8NER1_pEC50	0.45981	0.411694	0.472589	0.462834	0.510884	0.4660305	0.5126135	0.5207315	0.47883	0.317461	0.4794135	0.464512	0.4547965	0.2548735	0.493505	0.4722	0.4469505	0.427048	0.4469505	0.427048	0.4448545	0.473848	0.4687165	0.4978665	0.477111	0.431283	0.4626615	0.455446	0.4296125	0.332024	0.5001355	0.430948
Q96GD4_pKd	-0.3480685	-0.050169	-0.3875885	-0.1166195	0.027503	0.0188805	-0.4443355	-0.0013525	0.1268685	-0.4673255	-0.0921425	0.1268685	0.2015345	-0.3642575	0.194859	-0.3642575	-0.436424	-0.4092915	-0.3467805	-0.364646	-0.9487115	-0.6858705	-0.8263345	-0.866602	0.07938	-0.4077985	-0.060089	-0.1056675	0.0224145	-0.39898	-0.42576	-0.1139785
Q99814_pIC50	-0.2456365	-0.1252545	-0.175054	-0.162577	-0.143278	-0.104068	-0.1798755	-0.115341	-0.045089	NA	-0.2343615	-0.1202185	-0.103249	NA	-0.1779985	-0.103249	-0.1319555	-0.0768455	-0.197704	-0.2418125	-0.1529575	-0.219512	-0.184875	-0.2221525	-0.082767	-0.0923225	-0.0727925	-0.0923225	-0.0644375	-0.085402	-0.05373	-0.085402
Q99816_pIC50	-0.9237385	-1.0140555	-1.0500285	-0.887276	-1.0692395	-1.110158	-1.069514	-1.110158	-0.969699	NA	-0.969699	NA	-1.0468455	NA	-1.0468455	NA	-1.1890335	NA	-1.1890335	NA	-1.4489365	NA	-1.4489365	NA	-1.0140555	NA	-1.0140555	NA	NA	NA	NA	NA
Q9HC29_pIC50	0.09337	0.009482	0.1929045	0.143382	0.222249	0.1390045	0.231115	0.239848	0.041405	0.061969	0.175712	0.0638165	0.1194285	0.0314	0.122931	0.0211265	0.1433835	0.1126385	0.1788565	0.1688165	0.169152	0.1761365	0.190702	0.192326	0.0402325	-0.026882	0.087299	-0.0182745	0.0507995	-0.0290045	0.139854	0.1399545
Q9UBU7_pIC50	-1.217262	-0.5279065	-1.2876805	-1.200425	-1.511938	-1.571884	-1.511938	-1.571884	-1.1801355	-1.1801355	-0.7310085	-1.1801355	-1.1584905	-1.1497475	-1.3195825	-1.1497475	-1.2204925	-1.698956	-1.3854295	-1.694509	-2.117573	-2.3405945	-1.5408805	-2.117573	-0.8465305	-1.070222	-0.8465305	-1.070222	-1.019816	-1.019816	-0.8097125	-1.019816
Q9UIQ6_pKi	-0.0860895	-0.326786	-0.0860895	-0.326786	0.1867155	-0.3048595	0.1867155	-0.3048595	-0.433791	NA	-0.0090615	-0.066132	-0.426497	NA	-0.058081	-0.426497	-0.264585	-0.431484	-0.264585	-0.431484	-0.3399795	-0.510685	-0.3399795	-0.510685	-0.1410375	-0.4673955	0.0342945	-0.440282	-0.1591185	-0.453658	-0.1591185	-0.453658
Q9UKP6_pIC50	-0.087167	-0.0380625	-0.18926	-0.087167	-0.080826	-0.0355145	-0.254107	-0.080826	-0.091672	-0.1444695	-0.091672	-0.1710235	-0.076236	-0.1379105	-0.076236	-0.1379105	-0.028614	-0.0247575	-0.345351	-0.0247575	-0.023776	-0.035573	-0.1162935	-0.023776	-0.169095	-0.1444695	-0.1324365	-0.1444695	-0.166218	-0.136837	-0.166218	-0.136837
Q9UKP6_pKi	0.195873	0.202584	0.186864	0.1567485	0.232671	0.222107	0.2427695	0.222107	0.222294	0.192465	0.234662	0.192465	0.2488115	0.2065005	0.2488115	0.2065005	0.160136	0.1752185	0.1411895	0.1752185	0.1787715	0.202396	0.199947	0.1787715	0.1769575	0.1228295	0.1769575	0.1228295	0.2031285	0.126355	0.2031285	0.126355
Q9UQL6_pIC50	-0.050796	-0.324042	0.0331255	-0.009813	-0.278192	-0.304902	-0.0550655	-0.2089755	-0.1016725	-0.262048	-0.075217	-0.4222805	-0.258882	-0.258882	-0.207431	-0.258882	-0.035159	-0.041247	-0.014454	-0.035159	-0.055751	-0.1647675	-0.005455	-0.0816785	-0.1152985	-0.262048	-0.0656145	-0.27052	-0.258882	-0.258882	-0.04708	-0.258882
Q9Y239_pIC50	0.105749	0.12173	0.191983	0.1735345	0.1351605	0.196189	0.1969645	0.1891545	0.179841	0.11239	0.163098	0.1566985	0.172831	0.100071	0.123117	0.1881855	0.08096	0.094478	0.1482375	0.1080015	0.1184035	0.121606	0.191673	0.107802	0.0433355	0.0396975	0.163351	0.156188	0.079805	0.1145805	0.1849215	0.2038965
Q9Y337_pIC50	-0.892643	-1.7886755	-0.893914	-1.7902415	-1.184654	-0.979248	-1.184654	-0.979248	-0.060038	-1.6129535	-0.2433785	-0.427277	-1.0006085	-0.7058345	-0.5691965	-0.6660305	-0.160862	-0.2970135	-0.2485735	-0.2500475	-0.885134	-0.6480855	-0.7100745	-0.885134	-0.6779135	-0.7634925	-0.3164945	-0.636611	-1.06118	-0.6443095	-0.58897	-0.506849
Q9Y5Y4_pKi	0.434407	0.410287	0.4178985	0.430727	0.4518655	0.431785	0.4993835	0.469709	0.3944635	0.31167	0.420305	0.421863	0.4645395	0.4207745	0.481863	0.472798	0.3882955	0.3629995	0.4310905	0.3928745	0.4675365	0.404976	0.460785	0.415388	0.3926415	0.3969255	0.418566	0.438085	0.430378	0.2893785	0.4623635	0.448921
