comparing_sets	compound_name	max_tc	mean_tc
all vs all	travoprost	0.95455	0.32698
all vs all	guanfacine	0.63043	0.24738
all vs all	irbesartan	0.70423	0.34050
all vs all	paromomycin	0.95833	0.35272
all vs all	sulfadiazine	0.96078	0.23969
all vs all	primaquine	0.67308	0.34581
all vs all	conivaptan	0.69492	0.34263
all vs all	epinastine	0.66667	0.26504
all vs all	teriflunomide	0.57500	0.26663
all vs all	atropine	0.97872	0.37341
all vs all	parecoxib	0.79365	0.30039
all vs all	piretanide	0.77215	0.33938
all vs all	ammonium_chloride	0.57143	0.06996
all vs all	niflumic_acid	0.84211	0.28562
all vs all	bedaquiline	0.69737	0.39911
all vs all	paroxetine	0.69643	0.34382
all vs all	pyrilamine	0.76667	0.37807
all vs all	heroin	0.87273	0.38064
all vs all	dexmedetomidine	0.59259	0.21142
all vs all	asunaprevir	0.73786	0.34890
all vs all	phenoxybenzamine	0.76744	0.31683
all vs all	potassium_aspartate	0.87097	0.24656
all vs all	pramoxine	0.88636	0.35378
all vs all	cloxazolam	0.76923	0.37206
all vs all	barium	0.84615	0.11658
all vs all	chlorzoxazone	0.72093	0.27952
all vs all	norethandrolone	0.91892	0.30044
all vs all	clonixin	0.84211	0.29069
all vs all	aluminum_sulfate	0.93103	0.13090
all vs all	nevirapine	0.77778	0.29944
all vs all	bromocriptine	0.90000	0.40637
all vs all	dibucaine	0.68852	0.38014
all vs all	chondroitin_sulfates	0.82192	0.33716
all vs all	amsacrine	0.78571	0.30622
all vs all	magnesium	1.00000	0.03339
all vs all	azosemide	0.75385	0.25701
all vs all	oxtriphylline	0.82857	0.38284
all vs all	mycophenolate	0.88235	0.32665
all vs all	tibolone	0.97143	0.28766
all vs all	calcitonin	0.93827	0.38690
all vs all	buspirone	0.76190	0.35924
all vs all	tadenan	1.00000	0.19843
all vs all	chlorthalidone	0.79710	0.29698
all vs all	asparagine	0.80000	0.25869
all vs all	entacapone	0.68254	0.32266
all vs all	zotepine	0.74000	0.31178
all vs all	chlormezanone	0.63077	0.30658
all vs all	tacrolimus	0.92188	0.39778
all vs all	bisoprolol	0.88889	0.34471
all vs all	calcipotriene	0.90244	0.29276
all vs all	betaxolol	0.88636	0.33603
all vs all	riociguat	0.71014	0.34302
all vs all	clofibrate	0.71429	0.26219
all vs all	malate	0.56604	0.30549
all vs all	ornithine	0.96296	0.25685
all vs all	fingolimod	0.66667	0.31002
all vs all	pentazocine	0.79592	0.35302
all vs all	tolperisone	0.72093	0.30966
all vs all	chlormethiazole	0.46341	0.20282
all vs all	estradiol	0.82500	0.32155
all vs all	methionine	0.70000	0.26145
all vs all	carbazochrome	0.60256	0.33184
all vs all	mianserin	0.92105	0.29442
all vs all	verapamil	0.78846	0.35408
all vs all	dolutegravir	0.73684	0.39958
all vs all	zinc_oxide	0.62500	0.06001
all vs all	apraclonidine	0.92683	0.25636
all vs all	pholcodine	0.88136	0.39648
all vs all	valproate	0.69444	0.23043
all vs all	ethylmorphine	0.92593	0.38223
all vs all	flunarizine	0.87879	0.27488
all vs all	acetylcarnitine	0.87879	0.27260
all vs all	ketorolac	0.63636	0.32112
all vs all	calcium_carbonate	1.00000	0.12376
all vs all	alizapride	0.69444	0.36803
all vs all	lindane	0.66667	0.09181
all vs all	dabrafenib	0.79104	0.26252
all vs all	fomepizole	0.51724	0.15602
all vs all	pirbuterol	0.74468	0.36191
all vs all	phenformin	0.67500	0.22015
all vs all	indobufen	0.66102	0.35409
all vs all	cefoxitin	0.87143	0.37219
all vs all	benzydamine	0.64286	0.35374
all vs all	carvedilol	0.74545	0.38974
all vs all	lisuride	0.75385	0.34918
all vs all	tobramycin	0.83636	0.35371
all vs all	chlortetracycline	0.96667	0.35432
all vs all	ceftazidime	0.88235	0.35748
all vs all	vitamin_d3	0.92683	0.30634
all vs all	lithium_carbonate	0.92857	0.12459
all vs all	taurine	0.73077	0.21992
all vs all	benzonatate	0.74468	0.32980
all vs all	crizotinib	0.70588	0.34289
all vs all	butalbital	0.83673	0.30622
all vs all	acepromazine	0.91111	0.32763
all vs all	potassium_permanganate	0.89474	0.12587
all vs all	moricizine	0.71053	0.36948
all vs all	amphetamine	1.00000	0.30334
all vs all	prednisone	1.00000	0.33455
all vs all	salsalate	0.87500	0.26493
all vs all	itraconazole	0.89024	0.38272
all vs all	sofosbuvir	0.71429	0.36668
all vs all	sodium_thiosulfate	0.93103	0.13379
all vs all	cefprozil	0.95000	0.34585
all vs all	propofol	1.00000	0.20776
all vs all	vandetanib	0.84375	0.36754
all vs all	ulipristal	0.92308	0.35469
all vs all	dextromethorphan	0.93023	0.34408
all vs all	amiloride	0.65957	0.25374
all vs all	dihydroergocristine	0.97260	0.42108
all vs all	mosapride	0.80822	0.39240
all vs all	droperidol	0.88333	0.36357
all vs all	betaine	0.87500	0.25054
all vs all	arformoterol	0.88235	0.37410
all vs all	artemether	0.69388	0.29465
all vs all	cefepime	0.90805	0.36189
all vs all	mycophenolate_mofetil	0.79365	0.40419
all vs all	miltefosine	0.80435	0.27228
all vs all	everolimus	0.93939	0.41134
all vs all	heptaminol	0.55882	0.25306
all vs all	sennoside_b	0.84783	0.32605
all vs all	phloroglucinol	0.84211	0.20693
all vs all	ethamsylate	0.74545	0.28091
all vs all	rocuronium	0.82353	0.39634
all vs all	coenzyme_q10	1.00000	0.28010
all vs all	etomidate	0.71111	0.31958
all vs all	water	0.50000	0.06460
all vs all	cefamandole	0.90123	0.35256
all vs all	tegafur	0.78462	0.32921
all vs all	chlorothiazide	0.91935	0.26866
all vs all	teriparatide	0.97222	0.37916
all vs all	trilostane	0.78261	0.30380
all vs all	mesna	0.69444	0.15941
all vs all	alfentanil	0.73077	0.37942
all vs all	glutamine	0.80000	0.28231
all vs all	glycyrrhizic_acid	1.00000	0.32649
all vs all	deflazacort	0.77419	0.36700
all vs all	tazarotene	0.54717	0.29493
all vs all	oxitropium	0.90909	0.36569
all vs all	risedronic_acid	0.89744	0.25349
all vs all	curcumin	0.73333	0.27686
all vs all	chloramphenicol	0.65278	0.27211
all vs all	ferrous_sulfate	0.92593	0.12281
all vs all	choline_fenofibrate	0.69091	0.35148
all vs all	danazol	0.72000	0.31043
all vs all	oxandrolone	0.80488	0.32652
all vs all	methyclothiazide	0.84932	0.30763
all vs all	perflutren	0.75000	0.05505
all vs all	nitrendipine	0.92727	0.29790
all vs all	trametinib	0.84722	0.32342
all vs all	glycyrrhizinate	1.00000	0.32649
all vs all	azathioprine	0.64062	0.25908
all vs all	dapsone	0.69565	0.21232
all vs all	flurbiprofen	0.67857	0.21218
all vs all	zinc_gluconate	0.93333	0.22394
all vs all	iodinated_glycerol	0.56410	0.23486
all vs all	nabilone	0.77273	0.31680
all vs all	lycopene	0.65000	0.11928
all vs all	methacholine	0.87879	0.25234
all vs all	pyridostigmine	0.74419	0.30635
all vs all	clopidogrel	0.80769	0.33247
all vs all	trovafloxacin	0.77143	0.35872
all vs all	pyrethrins	0.70455	0.26488
all vs all	primidone	0.82609	0.32204
all vs all	sodium_sulfate	0.93103	0.13916
all vs all	acetylcholine	0.82353	0.26918
all vs all	halcinonide	0.92727	0.32768
all vs all	clonazepam	0.91228	0.30488
all vs all	calcium_lactate	1.00000	0.18589
all vs all	pyridoxal	0.83784	0.31739
all vs all	metronidazole	0.76562	0.32968
all vs all	flecainide	0.67188	0.37129
all vs all	xylitol	0.95652	0.21420
all vs all	potassium_ion	0.89062	0.31889
all vs all	trifluoperazine	0.88000	0.30671
all vs all	nicorandil	0.61765	0.30993
all vs all	ketoprofen	1.00000	0.22267
all vs all	eribulin	0.73438	0.35896
all vs all	penfluridol	0.85714	0.33620
all vs all	orphenadrine	0.91176	0.30981
all vs all	ethionamide	0.56000	0.20215
all vs all	levodopa	0.88889	0.31413
all vs all	isradipine	0.69492	0.30711
all vs all	fluspirilene	0.80328	0.34888
all vs all	terbutaline	0.91429	0.31820
all vs all	formoterol	0.88235	0.37004
all vs all	voriconazole	0.86000	0.32991
all vs all	cetylpyridinium	0.66667	0.25485
all vs all	remifentanil	0.75410	0.37889
all vs all	temozolomide	0.82692	0.30828
all vs all	orlistat	0.64516	0.32165
all vs all	solifenacin	0.73469	0.36033
all vs all	ethanolamine	0.69767	0.28953
all vs all	sucralfate	0.65714	0.25578
all vs all	astaxanthin	0.68889	0.28085
all vs all	mesalamine	0.96429	0.28020
all vs all	monofluorophosphate	0.73913	0.11563
all vs all	isoniazid	0.67857	0.21948
all vs all	histrelin	0.97368	0.40432
all vs all	erlotinib	0.74194	0.35690
all vs all	zaleplon	0.71429	0.29835
all vs all	selenium	1.00000	0.04322
all vs all	cortisone	1.00000	0.33455
all vs all	anidulafungin	0.86486	0.42113
all vs all	gliquidone	0.80000	0.35662
all vs all	chloroprocaine	0.86047	0.33357
all vs all	roxatidine	0.75385	0.39772
all vs all	suramin	0.65217	0.25419
all vs all	iopamidol	0.82692	0.32881
all vs all	iohexol	0.96078	0.34977
all vs all	tixocortol	0.84783	0.32886
all vs all	losartan	0.89062	0.33546
all vs all	sumatriptan	0.84848	0.31036
all vs all	trenbolone	0.97059	0.28763
all vs all	phenylephrine	0.94872	0.32029
all vs all	phenprocoumon	0.85714	0.28398
all vs all	etravirine	0.64151	0.29443
all vs all	apomorphine	0.78723	0.36169
all vs all	imipramine	0.90244	0.29992
all vs all	menthol	0.66667	0.23880
all vs all	mipomersen	0.76238	0.37925
all vs all	triazolam	0.97674	0.26571
all vs all	deferiprone	0.56604	0.29289
all vs all	methylergonovine	0.95082	0.37947
all vs all	enfuvirtide	0.84932	0.40016
all vs all	penicillin_g	0.87500	0.38951
all vs all	zopiclone	1.00000	0.37836
all vs all	dichloralphenazone	0.73585	0.32636
all vs all	fluticasone	0.91667	0.31135
all vs all	clavulanate	0.61290	0.31616
all vs all	maraviroc	0.74242	0.34337
all vs all	palonosetron	0.80000	0.33382
all vs all	succinylcholine	0.74419	0.29698
all vs all	clozapine	0.88235	0.29517
all vs all	creatine	0.65000	0.26583
all vs all	terlipressin	0.90000	0.38989
all vs all	nizatidine	0.53608	0.28388
all vs all	benzyl_alcohol	0.78571	0.16245
all vs all	fluorometholone	0.93478	0.30942
all vs all	inositol	0.70000	0.21141
all vs all	cyclopentolate	0.71429	0.36158
all vs all	podofilox	0.85106	0.31346
all vs all	nilotinib	0.70175	0.30556
all vs all	sulconazole	0.89189	0.26062
all vs all	fulvestrant	0.63462	0.31273
all vs all	carprofen	0.63158	0.26421
all vs all	potassium_iodide	1.00000	0.04591
all vs all	nedocromil	0.66216	0.37976
all vs all	prazosin	0.95522	0.38674
all vs all	etofylline	0.81818	0.39002
all vs all	gliclazide	0.91304	0.30087
all vs all	dicloxacillin	1.00000	0.33718
all vs all	mupirocin	0.83929	0.33128
all vs all	nandrolone	0.97059	0.29118
all vs all	fluorouracil	0.84211	0.26106
all vs all	17-alpha-hydroxyprogesterone	1.00000	0.29856
all vs all	olodaterol	0.81250	0.39540
all vs all	lodoxamide	0.79487	0.27716
all vs all	nicardipine	0.91176	0.33925
all vs all	quinapril	0.88333	0.39932
all vs all	perhexiline	0.63636	0.24004
all vs all	rabeprazole	0.86154	0.34438
all vs all	chlorhexidine	0.67500	0.25255
all vs all	antipyrine	0.92857	0.28251
all vs all	buclizine	0.84615	0.29788
all vs all	nordazepam	0.90698	0.28845
all vs all	isosorbide_dinitrate	0.68085	0.25781
all vs all	calcium	1.00000	0.03339
all vs all	xylazine	0.60870	0.26664
all vs all	risedronate	0.89744	0.24708
all vs all	theobromine	0.95652	0.32698
all vs all	pramlintide	0.94118	0.39306
all vs all	sodium_bicarbonate	1.00000	0.13474
all vs all	pazopanib	0.79365	0.27802
all vs all	ciprofloxacin	0.93651	0.36905
all vs all	calcium_gluconate	1.00000	0.22458
all vs all	gentian_violet	0.64865	0.21204
all vs all	aclarubicin	0.81667	0.39304
all vs all	iothalamate	0.91429	0.28991
all vs all	thiamphenicol	0.69118	0.29240
all vs all	flufenamic_acid	0.80645	0.26223
all vs all	procyclidine	0.91892	0.32172
all vs all	triptorelin	0.96104	0.40700
all vs all	abacavir	0.67213	0.29689
all vs all	atracurium	1.00000	0.40185
all vs all	ioversol	0.90741	0.35865
all vs all	ciclopirox	0.60000	0.27097
all vs all	cefditoren	0.90244	0.34323
all vs all	flurazepam	0.82456	0.34504
all vs all	methylnaltrexone	0.91935	0.39699
all vs all	sparfloxacin	0.92308	0.37247
all vs all	thiotepa	0.46154	0.18755
all vs all	citicoline	0.74468	0.36529
all vs all	tapentadol	0.66667	0.28481
all vs all	saquinavir	0.88060	0.40924
all vs all	perindopril	0.92727	0.38178
all vs all	butenafine	0.92593	0.24181
all vs all	piroxicam	0.95833	0.32366
all vs all	chlorphenesin	0.81818	0.31239
all vs all	succinic_acid	0.75000	0.19695
all vs all	ergotamine	0.92000	0.41346
all vs all	vinblastine	0.97260	0.43016
all vs all	darunavir	1.00000	0.36233
all vs all	alverine	0.73529	0.24997
all vs all	mefruside	0.70115	0.31599
all vs all	calcitriol	1.00000	0.30721
all vs all	febuxostat	0.65385	0.31174
all vs all	aripiprazole	0.76923	0.38566
all vs all	warfarin	0.85714	0.30301
all vs all	sibutramine	0.61538	0.24232
all vs all	eltrombopag	0.71186	0.34949
all vs all	astemizole	0.74627	0.36382
all vs all	pinaverium	0.73134	0.36162
all vs all	mequitazine	0.79070	0.28306
all vs all	spironolactone	0.87805	0.29538
all vs all	rapacuronium	0.89062	0.37656
all vs all	isoproterenol	0.90625	0.31707
all vs all	flupenthixol	0.90566	0.31998
all vs all	azacitidine	0.93333	0.34635
all vs all	mercaptopurine	0.68966	0.19178
all vs all	ritonavir	0.86301	0.37661
all vs all	acarbose	0.80000	0.33648
all vs all	didanosine	0.85938	0.37258
all vs all	isotretinoin	0.72727	0.31396
all vs all	lurasidone	0.76812	0.33502
all vs all	etidronate	0.80769	0.17312
all vs all	lomitapide	0.74603	0.36035
all vs all	serotonin	0.65957	0.30706
all vs all	codeine	0.92593	0.37180
all vs all	vildagliptin	0.71186	0.37435
all vs all	cifenline	0.60000	0.32835
all vs all	beclomethasone	0.97959	0.32900
all vs all	chlorprothixene	0.82500	0.25908
all vs all	ceftaroline	0.79787	0.32991
all vs all	thiocolchicoside	0.70492	0.36433
all vs all	esomeprazole	1.00000	0.32719
all vs all	saxagliptin	0.71186	0.34179
all vs all	carnosine	0.68750	0.33066
all vs all	streptozocin	0.65333	0.32984
all vs all	varenicline	0.58537	0.24308
all vs all	mitotane	0.66667	0.12928
all vs all	clotiazepam	0.80000	0.31791
all vs all	deserpidine	0.98305	0.40736
all vs all	penicillamine	0.69565	0.21328
all vs all	diethylcarbamazine	0.68627	0.30930
all vs all	disopyramide	0.63636	0.32681
all vs all	metaraminol	0.80952	0.25349
all vs all	levofloxacin	1.00000	0.38118
all vs all	repaglinide	0.78261	0.41117
all vs all	dorzolamide	0.78481	0.30660
all vs all	teniposide	0.85714	0.31534
all vs all	pralatrexate	0.81667	0.33714
all vs all	rofecoxib	0.54386	0.25250
all vs all	niacinamide	0.87500	0.22168
all vs all	luliconazole	0.66667	0.22425
all vs all	benzalkonium	0.69697	0.25412
all vs all	chloroquine	0.83333	0.31942
all vs all	aluminum_chloride	0.58333	0.13176
all vs all	nateglinide	0.63636	0.32640
all vs all	trandolapril	0.96296	0.39436
all vs all	yohimbine	0.80645	0.40892
all vs all	talinolol	0.77419	0.36804
all vs all	dantrolene	0.95161	0.31181
all vs all	isoxsuprine	0.75676	0.31991
all vs all	pyridoxine	1.00000	0.32140
all vs all	prothipendyl	0.93182	0.29870
all vs all	valdecoxib	0.79365	0.25185
all vs all	cytarabine	0.95000	0.34447
all vs all	potassium_chloride	1.00000	0.05017
all vs all	hydrocodone	0.94231	0.38023
all vs all	lacidipine	0.78261	0.32377
all vs all	zalcitabine	0.88889	0.35466
all vs all	indapamide	0.84286	0.29357
all vs all	perampanel	0.78947	0.27527
all vs all	meprobamate	0.94872	0.28822
all vs all	enoxacin	0.95385	0.38325
all vs all	pomalidomide	0.90000	0.36422
all vs all	lovastatin	0.93182	0.31764
all vs all	cholesterol	0.94286	0.27812
all vs all	saccharin	0.72059	0.27318
all vs all	methenolone	0.92308	0.30403
all vs all	norfloxacin	0.95385	0.38677
all vs all	degarelix	0.88889	0.40741
all vs all	penciclovir	0.82090	0.36230
all vs all	norepinephrine	0.84848	0.29402
all vs all	tranilast	0.71698	0.32799
all vs all	felodipine	0.85417	0.30782
all vs all	efavirenz	0.72093	0.27858
all vs all	ezogabine	0.88000	0.30186
all vs all	eplerenone	0.84091	0.29754
all vs all	lercanidipine	0.91176	0.34845
all vs all	triclofos	0.68966	0.18201
all vs all	procarbazine	0.57143	0.25669
all vs all	pivampicillin	0.83607	0.34765
all vs all	posaconazole	0.89024	0.38660
all vs all	desipramine	0.85366	0.30761
all vs all	ibrutinib	0.76119	0.34413
all vs all	carpipramine	0.75000	0.35248
all vs all	lopinavir	0.79167	0.41434
all vs all	gemeprost	0.97500	0.31313
all vs all	fosphenytoin	0.67532	0.34995
all vs all	iodixanol	0.92453	0.36251
all vs all	lymecycline	0.82667	0.39200
all vs all	nintedanib	0.79747	0.40748
all vs all	pregnenolone	0.97143	0.28991
all vs all	methoxyflurane	0.83333	0.11443
all vs all	rifabutin	0.81176	0.40310
all vs all	dasatinib	0.70130	0.37663
all vs all	enflurane	1.00000	0.09727
all vs all	balsalazide	0.70833	0.35123
all vs all	benoxinate	1.00000	0.37191
all vs all	naloxone	0.92982	0.38958
all vs all	glycerin	0.90909	0.19853
all vs all	natamycin	0.84615	0.33850
all vs all	ivacaftor	0.69492	0.34329
all vs all	lynestrenol	0.94118	0.26040
all vs all	sincalide	0.75789	0.36965
all vs all	prazepam	0.92000	0.31711
all vs all	paraldehyde	0.43750	0.19080
all vs all	pantoprazole	0.87302	0.32683
all vs all	ethosuximide	0.65116	0.29712
all vs all	ertapenem	0.83582	0.36835
all vs all	benzbromarone	0.65789	0.27993
all vs all	apremilast	0.77500	0.36563
all vs all	methsuximide	0.69388	0.31585
all vs all	estrogens	0.97059	0.30054
all vs all	simeprevir	0.73786	0.35740
all vs all	chlorine	0.74545	0.32203
all vs all	dexchlorpheniramine	0.94118	0.27987
all vs all	diclofenac	0.80000	0.27903
all vs all	topiramate	0.66216	0.28822
all vs all	rizatriptan	0.66667	0.29818
all vs all	zidovudine	0.84058	0.35346
all vs all	ampicillin	0.91379	0.33366
all vs all	ifosfamide	0.96154	0.32941
all vs all	cyproterone	0.95455	0.29635
all vs all	nafronyl	0.65574	0.36476
all vs all	aldosterone	0.91111	0.32419
all vs all	ivermectin	0.86441	0.34795
all vs all	tacalcitol	1.00000	0.30721
all vs all	magnesium_trisilicate	0.77273	0.13338
all vs all	fosamprenavir	0.93976	0.34395
all vs all	rotigotine	0.62963	0.33530
all vs all	vincristine	0.97260	0.43328
all vs all	propoxyphene	0.70000	0.30000
all vs all	tropatepine	0.73913	0.28053
all vs all	procainamide	0.74419	0.31084
all vs all	halazepam	0.92000	0.32309
all vs all	latanoprost	0.83333	0.31441
all vs all	doxorubicin	1.00000	0.38730
all vs all	triprolidine	0.85366	0.29349
all vs all	pyroglutamate	0.69767	0.29774
all vs all	amcinonide	0.94444	0.33343
all vs all	dihydrocodeine	0.91379	0.38672
all vs all	diflunisal	0.74074	0.24841
all vs all	chlorphenoxamine	0.79487	0.30456
all vs all	buserelin	0.96104	0.40721
all vs all	piribedil	0.69231	0.35796
all vs all	baclofen	0.66667	0.26380
all vs all	potassium_bromide	1.00000	0.04608
all vs all	methysergide	0.95082	0.37854
all vs all	nikethamide	0.72500	0.28872
all vs all	icatibant	0.81579	0.39529
all vs all	diflucortolone	1.00000	0.31723
all vs all	terfenadine	0.88889	0.35175
all vs all	besifloxacin	0.90769	0.36803
all vs all	icosapent_ethyl	0.95000	0.20383
all vs all	benzoyl_peroxide	0.61905	0.20275
all vs all	protriptyline	0.86667	0.24760
all vs all	rasagiline	0.62069	0.23121
all vs all	sulfamethizole	0.89474	0.23972
all vs all	racepinephrine	0.84848	0.31101
all vs all	tipranavir	0.64835	0.33591
all vs all	atenolol	0.77778	0.35020
all vs all	bimatoprost	0.74510	0.35895
all vs all	axitinib	0.54762	0.26873
all vs all	silver_nitrate	0.91304	0.11892
all vs all	thymol	1.00000	0.20776
all vs all	picosulfate_sodium	0.59701	0.24033
all vs all	levalbuterol	0.95238	0.32240
all vs all	boric_acid	0.73684	0.11977
all vs all	cefazolin	0.86747	0.35212
all vs all	vecuronium	1.00000	0.38445
all vs all	afatinib	0.77922	0.38985
all vs all	halobetasol	0.97826	0.31721
all vs all	cabozantinib	0.71186	0.34459
all vs all	exenatide	0.92593	0.40306
all vs all	adenosine	1.00000	0.36118
all vs all	naltrexone	0.94545	0.38355
all vs all	vancomycin	0.87324	0.39560
all vs all	miglitol	0.90000	0.35794
all vs all	ketamine	0.64103	0.29893
all vs all	chlorpromazine	0.91111	0.29915
all vs all	modafinil	1.00000	0.25109
all vs all	salicylic_acid	0.80000	0.23861
all vs all	bosentan	0.81250	0.34217
all vs all	cyclophosphamide	0.96154	0.32127
all vs all	riluzole	0.51064	0.25562
all vs all	xipamide	0.79710	0.29748
all vs all	lactitol	0.91429	0.28145
all vs all	gefitinib	0.84375	0.37545
all vs all	lisinopril	0.84314	0.37105
all vs all	cefoperazone	0.86207	0.37366
all vs all	amikacin	0.90196	0.36757
all vs all	rilpivirine	0.71429	0.23786
all vs all	idelalisib	0.70909	0.32648
all vs all	donepezil	0.79167	0.37105
all vs all	luteinizing_hormone	0.86747	0.38927
all vs all	tiratricol	0.73684	0.27330
all vs all	thioguanine	0.65854	0.21091
all vs all	tiagabine	0.72000	0.33887
all vs all	indinavir	0.88060	0.42698
all vs all	ferrous_chloride	0.75000	0.04781
all vs all	pentostatin	0.85075	0.36391
all vs all	theanine	0.78049	0.30153
all vs all	valacyclovir	0.91549	0.37567
all vs all	ethanol	1.00000	0.36233
all vs all	salicin	0.86486	0.29906
all vs all	norethindrone	0.97143	0.28155
all vs all	brotizolam	0.85417	0.24727
all vs all	methoxamine	0.72414	0.29127
all vs all	thymalfasin	0.77193	0.33054
all vs all	tolnaftate	0.59459	0.26309
all vs all	ganciclovir	0.88235	0.35144
all vs all	flutamide	0.70000	0.25365
all vs all	methandrostenolone	1.00000	0.29403
all vs all	troxerutin	0.89130	0.33783
all vs all	calcifediol	0.92683	0.30351
all vs all	meptazinol	0.72340	0.32380
all vs all	mebeverine	0.78846	0.37396
all vs all	ambrisentan	0.61905	0.31694
all vs all	acipimox	0.61364	0.28762
all vs all	remoxipride	0.78125	0.38407
all vs all	bumetanide	0.78481	0.33573
all vs all	imatinib	0.74603	0.34811
all vs all	gentamicin	0.75309	0.34977
all vs all	nitroglycerin	0.83333	0.21042
all vs all	pyrantel	0.71154	0.27582
all vs all	arginine	0.81250	0.24839
all vs all	benzocaine	0.59459	0.24893
all vs all	trospium	0.72881	0.35322
all vs all	bromhexine	0.64706	0.28677
all vs all	sertaconazole	0.90698	0.30561
all vs all	carboprost	0.97222	0.30287
all vs all	alcaftadine	0.73469	0.31882
all vs all	ephedrine	1.00000	0.22879
all vs all	telmisartan	0.69841	0.35546
all vs all	dinoprostone	0.94444	0.30221
all vs all	cefadroxil	0.96552	0.34837
all vs all	desflurane	0.90000	0.09542
all vs all	prochlorperazine	0.91111	0.30152
all vs all	aspartame	0.76923	0.31665
all vs all	zolpidem	0.68421	0.32154
all vs all	sulfisoxazole	0.80328	0.26924
all vs all	phenazopyridine	0.76316	0.21930
all vs all	lomefloxacin	0.95455	0.39383
all vs all	flopropione	0.73077	0.27127
all vs all	silodosin	0.78947	0.41551
all vs all	nilvadipine	0.90566	0.28610
all vs all	lecithin	0.79592	0.28778
all vs all	magnesium_carbonate	1.00000	0.12376
all vs all	sodium_fluoride	0.75000	0.04767
all vs all	acitretin	0.82759	0.25456
all vs all	nicotine	0.69091	0.35542
all vs all	bamifylline	0.82192	0.40411
all vs all	lithium_succinate	0.84211	0.16445
all vs all	omeprazole	1.00000	0.32719
all vs all	tamoxifen	0.88095	0.31077
all vs all	flupirtine	0.88000	0.31615
all vs all	irinotecan	0.79268	0.40374
all vs all	lenalidomide	0.88889	0.37678
all vs all	sodium_chloride	1.00000	0.05017
all vs all	eprosartan	0.70492	0.35336
all vs all	methadone	0.88571	0.28402
all vs all	azelastine	0.77778	0.34229
all vs all	glyburide	0.80000	0.32582
all vs all	pindolol	0.95455	0.34406
all vs all	mepivacaine	0.87500	0.34163
all vs all	charcoal	1.00000	0.02983
all vs all	betamethasone	0.95833	0.32516
all vs all	phenyltoloxamine	0.86842	0.32673
all vs all	dapagliflozin	0.85106	0.30277
all vs all	ropinirole	0.71698	0.35616
all vs all	erythromycin	0.88136	0.38042
all vs all	methyldopa	0.88889	0.33164
all vs all	profenamine	0.85714	0.29432
all vs all	cefonicid	0.78022	0.32866
all vs all	pirenoxine	0.64444	0.31365
all vs all	permethrin	0.68421	0.26850
all vs all	amprenavir	0.93976	0.35436
all vs all	sultopride	0.94805	0.36839
all vs all	tianeptine	0.71084	0.35173
all vs all	etonogestrel	0.97222	0.28217
all vs all	polidocanol	0.79412	0.23432
all vs all	cefaclor	0.88333	0.33114
all vs all	dextran	0.91667	0.30199
all vs all	dactinomycin	0.81176	0.39606
all vs all	paliperidone	0.88889	0.37410
all vs all	raltitrexed	0.80282	0.38723
all vs all	tramadol	0.93023	0.34791
all vs all	oxybutynin	0.68182	0.32744
all vs all	carfilzomib	0.78571	0.39137
all vs all	idebenone	0.75610	0.31375
all vs all	nitrogen	0.42857	0.06095
all vs all	oxytocin	0.93056	0.39687
all vs all	adefovir	0.86154	0.33811
all vs all	nadolol	0.87755	0.36365
all vs all	ceftibuten	0.82353	0.34839
all vs all	halothane	0.75000	0.05671
all vs all	acenocoumarol	0.70175	0.31127
all vs all	labetalol	0.73585	0.37237
all vs all	mifepristone	0.92308	0.33955
all vs all	amodiaquine	0.72581	0.35297
all vs all	hexobarbital	0.77358	0.33598
all vs all	metyrapone	0.48485	0.23159
all vs all	zileuton	0.61905	0.25397
all vs all	mivacurium	0.95000	0.40409
all vs all	miconazole	1.00000	0.30583
all vs all	hyaluronate	0.76271	0.35481
all vs all	ropivacaine	0.95745	0.35098
all vs all	drospirenone	0.92105	0.28037
all vs all	bromopride	0.96429	0.36177
all vs all	olmesartan	0.81159	0.36601
all vs all	glimepiride	0.77528	0.34267
all vs all	epirubicin	1.00000	0.38730
all vs all	aspartic_acid	0.80000	0.24762
all vs all	gemifloxacin	0.76471	0.36887
all vs all	loperamide	0.76786	0.38039
all vs all	thiamylal	0.85185	0.30670
all vs all	anastrozole	0.66667	0.25567
all vs all	clenbuterol	0.89474	0.29778
all vs all	atomoxetine	0.78947	0.31097
all vs all	acetyldigitoxin	0.96078	0.34723
all vs all	reserpine	0.98305	0.40938
all vs all	trichlormethiazide	0.92188	0.26807
all vs all	doxercalciferol	0.97368	0.28676
all vs all	citrate	0.69565	0.27327
all vs all	sulpiride	0.89024	0.35760
all vs all	clobetasone	0.88000	0.30791
all vs all	bretylium	0.67568	0.23366
all vs all	linoleate	0.77778	0.18501
all vs all	citalopram	1.00000	0.32572
all vs all	mannitol	1.00000	0.21002
all vs all	terconazole	0.83784	0.38212
all vs all	tolfenamic_acid	0.82759	0.26781
all vs all	clofarabine	0.90625	0.34693
all vs all	imiquimod	0.65306	0.28599
all vs all	potassium_gluconate	0.86667	0.21580
all vs all	canrenoic_acid	1.00000	0.32682
all vs all	tofisopam	0.67442	0.29575
all vs all	paricalcitol	0.94737	0.29895
all vs all	nebivolol	0.70909	0.33163
all vs all	silymarin	0.83721	0.31382
all vs all	benzphetamine	0.87500	0.24939
all vs all	thiothixene	0.75000	0.30550
