comparing_sets	compound_name	max_tc	mean_tc
all vs all	isotretinoin	0.72727	0.31596
all vs all	brivudine	0.95238	0.36334
all vs all	calcium_gluconate	1.00000	0.22637
all vs all	biperiden	0.92105	0.33009
all vs all	rimantadine	0.66667	0.17925
all vs all	coenzyme_q10	1.00000	0.28142
all vs all	methamphetamine	0.70000	0.19891
all vs all	oxaprozin	0.55319	0.31719
all vs all	dopamine	0.81250	0.29406
all vs all	fominoben	0.74576	0.38031
all vs all	cicletanine	0.67500	0.30967
all vs all	carfilzomib	0.78571	0.39484
all vs all	prothipendyl	0.93182	0.29888
all vs all	perazine	0.93182	0.30295
all vs all	metopimazine	0.71264	0.33455
all vs all	cloxacillin	1.00000	0.34042
all vs all	sodium_selenate	0.89474	0.12441
all vs all	tolvaptan	0.73016	0.38942
all vs all	ciclesonide	0.90566	0.33939
all vs all	meclofenamate	0.69444	0.26822
all vs all	famciclovir	0.71642	0.35781
all vs all	carnitine	1.00000	0.27249
all vs all	lovastatin	0.93182	0.31997
all vs all	acamprosate	0.73077	0.26546
all vs all	caspofungin	0.86486	0.41490
all vs all	imatinib	0.74603	0.34921
all vs all	aldosterone	0.91111	0.32651
all vs all	lycopene	0.65000	0.11849
all vs all	pirfenidone	0.78947	0.26823
all vs all	vemurafenib	0.69412	0.32267
all vs all	eflornithine	0.83871	0.26303
all vs all	astemizole	0.74627	0.36626
all vs all	inosine_pranobex	0.78205	0.40400
all vs all	fluorometholone	0.93478	0.31155
all vs all	nabumetone	0.70370	0.26658
all vs all	glutamine	0.80000	0.28447
all vs all	armodafinil	1.00000	0.25166
all vs all	pimobendan	0.64407	0.33774
all vs all	digitoxin	0.98039	0.34611
all vs all	valganciclovir	0.91549	0.38494
all vs all	fidaxomicin	0.70175	0.33953
all vs all	furosemide	0.70270	0.29833
all vs all	acitretin	0.82759	0.25607
all vs all	lindane	0.66667	0.09219
all vs all	canrenoic_acid	1.00000	0.32891
all vs all	alosetron	0.78947	0.37292
all vs all	magnesium_oxide	0.57143	0.05949
all vs all	degarelix	0.88889	0.41135
all vs all	glutathione_disulfide	0.85714	0.29680
all vs all	nordazepam	0.90698	0.29022
all vs all	phentermine	0.70000	0.20187
all vs all	ketamine	0.64103	0.30036
all vs all	cevimeline	0.67273	0.30580
all vs all	betaxolol	0.88636	0.33863
all vs all	cefprozil	0.95000	0.34947
all vs all	magnesium_trisilicate	0.73913	0.13227
all vs all	tofacitinib	0.78947	0.35521
all vs all	cisapride	0.82353	0.41060
all vs all	chlorhexidine	0.65957	0.25358
all vs all	vismodegib	0.77358	0.27249
all vs all	malathion	0.62745	0.22736
all vs all	tazobactam	0.75000	0.32339
all vs all	bepridil	0.71429	0.33421
all vs all	daclatasvir	0.80597	0.36484
all vs all	calcitriol	1.00000	0.30893
all vs all	acepromazine	0.91111	0.32806
all vs all	potassium_permanganate	0.89474	0.12434
all vs all	anagrelide	0.70312	0.33627
all vs all	pridinol	0.94444	0.32039
all vs all	salicylic_acid	0.80000	0.24075
all vs all	levocetirizine	1.00000	0.35912
all vs all	solifenacin	0.73469	0.36239
all vs all	zopiclone	1.00000	0.38077
all vs all	chloramphenicol	0.57500	0.27379
all vs all	propiverine	0.80769	0.37149
all vs all	valsartan	0.81159	0.37383
all vs all	dihydroergotamine	0.97260	0.42593
all vs all	amiodarone	0.70690	0.36695
all vs all	docusate	0.80392	0.22600
all vs all	ephedrine	1.00000	0.22972
all vs all	bimatoprost	0.74510	0.36164
all vs all	artesunate	0.84444	0.33123
all vs all	aspirin	0.86957	0.25948
all vs all	cephalexin	0.96552	0.34569
all vs all	fluindione	0.66667	0.22051
all vs all	imipramine	0.90244	0.29953
all vs all	selenium_sulfide	1.00000	0.04252
all vs all	trichloroacetate	0.57143	0.13834
all vs all	fenoterol	0.78947	0.33559
all vs all	rivastigmine	0.73810	0.31083
all vs all	cycloserine	0.77778	0.28733
all vs all	floxacillin	0.98507	0.33800
all vs all	vorinostat	0.63462	0.28130
all vs all	ceftizoxime	0.92000	0.33775
all vs all	teicoplanin	0.87324	0.39917
all vs all	cilazapril	0.75758	0.40110
all vs all	pilocarpine	0.71111	0.33120
all vs all	triflusal	0.81481	0.26437
all vs all	miglitol	0.90000	0.36129
all vs all	allylestrenol	0.91429	0.27101
all vs all	hydroquinone	0.84615	0.19314
all vs all	hyoscyamine	0.97872	0.38224
all vs all	dexpanthenol	1.00000	0.31928
all vs all	teduglutide	0.97222	0.38457
all vs all	nitrendipine	0.92727	0.29910
all vs all	riociguat	0.71014	0.34504
all vs all	dalfopristin	0.75581	0.37383
all vs all	cholecalciferol	1.00000	0.27765
all vs all	fluvastatin	0.75000	0.34511
all vs all	citrulline	0.83333	0.27326
all vs all	deslanoside	0.98182	0.35594
all vs all	phenylacetate	0.94444	0.31060
all vs all	moxonidine	0.68421	0.33029
all vs all	perphenazine	0.90566	0.32974
all vs all	trandolapril	0.96296	0.39702
all vs all	hypericin	0.75000	0.27226
all vs all	baclofen	0.66667	0.26542
all vs all	desonide	0.94231	0.34138
all vs all	gliquidone	0.80000	0.35942
all vs all	sparfloxacin	0.88060	0.37510
all vs all	lactate	0.70455	0.36090
all vs all	norethindrone	0.97143	0.28271
all vs all	meperidine	0.83721	0.33565
all vs all	mipomersen	0.76238	0.38310
all vs all	pyrazinamide	0.87500	0.23566
all vs all	cosyntropin	0.93590	0.41440
all vs all	pseudoephedrine	1.00000	0.22972
all vs all	probucol	0.62963	0.24336
all vs all	sodium_thiosulfate	0.93103	0.13285
all vs all	aclarubicin	0.81667	0.39681
all vs all	ifosfamide	0.96154	0.33132
all vs all	colistin	0.93651	0.38120
all vs all	carbazochrome	0.60256	0.33406
all vs all	polidocanol	0.71429	0.23477
all vs all	naproxen	0.72414	0.25740
all vs all	formaldehyde	0.42857	0.06441
all vs all	water	0.50000	0.06476
all vs all	rabeprazole	0.86154	0.34667
all vs all	palonosetron	0.80000	0.33498
all vs all	lincomycin	0.95385	0.39006
all vs all	etoposide	0.85714	0.33388
all vs all	pantethine	0.80769	0.32852
all vs all	oxatomide	0.87037	0.35468
all vs all	ferrous_sulfate	0.92593	0.12167
all vs all	lymecycline	0.82667	0.39569
all vs all	levocarnitine	1.00000	0.27249
all vs all	glucagon	0.94595	0.39672
all vs all	piperacillin	0.77778	0.39152
all vs all	glyburide	0.80000	0.32833
all vs all	vitamin_d	1.00000	0.27765
all vs all	chlorprothixene	0.82500	0.25920
all vs all	teniposide	0.85714	0.31902
all vs all	somatostatin	0.90000	0.40445
all vs all	fentanyl	0.71429	0.32301
all vs all	atovaquone	0.60000	0.26977
all vs all	mifepristone	0.71429	0.34067
all vs all	nitrazepam	0.91228	0.30039
all vs all	leucine	0.73077	0.23944
all vs all	indocyanine_green	0.68293	0.32477
all vs all	etoricoxib	0.77358	0.24207
all vs all	zalcitabine	0.88889	0.35789
all vs all	selegiline	0.64516	0.23046
all vs all	cytarabine	0.95000	0.34828
all vs all	aprindine	0.73529	0.28930
all vs all	hydrochloric_acid	0.75000	0.03934
all vs all	cidofovir	0.70930	0.34507
all vs all	rosiglitazone	0.75000	0.38822
all vs all	sertraline	0.64103	0.23299
all vs all	lamivudine	0.92308	0.34227
all vs all	lactulose	0.86842	0.30039
all vs all	tizanidine	0.78000	0.25782
all vs all	mefloquine	0.60377	0.31497
all vs all	suprofen	1.00000	0.22214
all vs all	treosulfan	0.76087	0.23181
all vs all	phosphatidylserine	0.65625	0.35288
all vs all	phenylbutyrate	0.57895	0.27279
all vs all	fludarabine	0.86486	0.35025
all vs all	aripiprazole	0.78125	0.38904
all vs all	ivabradine	0.74576	0.38640
all vs all	metoclopramide	0.96429	0.36637
all vs all	nicardipine	0.91176	0.34074
all vs all	triamterene	0.78947	0.23470
all vs all	dexmedetomidine	0.51724	0.21130
all vs all	nabilone	0.77273	0.31884
all vs all	estrone	0.85294	0.29516
all vs all	ubiquinol	1.00000	0.28142
all vs all	phenobarbital	0.82609	0.31757
all vs all	dimethyl_sulfoxide	0.84722	0.31226
all vs all	gluconolactone	0.96667	0.28240
all vs all	clopidogrel	0.80769	0.33383
all vs all	methionine	0.70000	0.26260
all vs all	propofol	1.00000	0.20894
all vs all	cyamemazine	0.86047	0.27809
all vs all	dabrafenib	0.79104	0.26359
all vs all	rofecoxib	0.54386	0.25357
all vs all	papaverine	0.68571	0.31091
all vs all	bethanechol	0.78261	0.27797
all vs all	gefitinib	0.84375	0.37877
all vs all	labetalol	0.73585	0.37561
all vs all	dapsone	0.69565	0.21210
all vs all	pizotyline	0.86667	0.27291
all vs all	oxymorphone	0.93220	0.40261
all vs all	sufentanil	0.75410	0.36429
all vs all	griseofulvin	0.62791	0.29938
all vs all	cefpirome	0.90805	0.36675
all vs all	tetrahydrozoline	0.81081	0.26269
all vs all	ornidazole	0.76562	0.30177
all vs all	prednisolone	0.93750	0.34645
all vs all	flopropione	0.73077	0.27372
all vs all	homatropine	0.87500	0.36356
all vs all	dinoprostone	0.94444	0.30407
all vs all	nomegestrol	0.92105	0.30857
all vs all	olsalazine	0.70833	0.29398
all vs all	gemcitabine	0.87500	0.34190
all vs all	17-alpha-hydroxyprogesterone	1.00000	0.30009
all vs all	pentaerythritol	0.83333	0.19810
all vs all	mannitol	1.00000	0.21172
all vs all	oxiracetam	0.81250	0.36559
all vs all	tranilast	0.67308	0.33123
all vs all	quinine	0.95455	0.35517
all vs all	cholestyramine_resin	0.58974	0.23276
all vs all	argatroban	0.73737	0.35323
all vs all	butabarbital	0.95745	0.32253
all vs all	paromomycin	0.95833	0.35689
all vs all	levamisole	0.63462	0.24786
all vs all	capsaicin	0.74510	0.36749
all vs all	warfarin	0.85714	0.30611
all vs all	tapentadol	0.65789	0.28472
all vs all	theanine	0.78049	0.30317
all vs all	prasugrel	0.80769	0.35630
all vs all	sodium_carbonate	0.67857	0.16009
all vs all	clocortolone	0.95745	0.31791
all vs all	carbachol	0.78261	0.29389
all vs all	hexetidine	0.64815	0.30093
all vs all	acyclovir	0.88235	0.35174
all vs all	lanatoside_c	0.98182	0.35951
all vs all	valacyclovir	0.91549	0.37909
all vs all	fructose	0.86842	0.27924
all vs all	terbinafine	0.92593	0.23838
all vs all	abacavir	0.67213	0.29857
all vs all	azithromycin	0.87931	0.39475
all vs all	lanreotide	0.92537	0.39300
all vs all	clemastine	0.72727	0.34849
all vs all	celiprolol	0.79032	0.38015
all vs all	glipizide	0.77333	0.31674
all vs all	nadolol	0.87755	0.36703
all vs all	spiramycin	0.90909	0.38741
all vs all	thiothixene	0.75000	0.30600
all vs all	clomiphene	0.81818	0.31101
all vs all	salsalate	0.87500	0.26746
all vs all	calcium_acetate	0.78947	0.15598
all vs all	cimetidine	0.58824	0.27446
all vs all	succinate	1.00000	0.18592
all vs all	etonogestrel	0.97222	0.28346
all vs all	dexamethasone	0.86792	0.34554
all vs all	ambroxol	0.60000	0.31600
all vs all	methylfolic_acid	0.87692	0.38782
all vs all	calcium_phosphate	0.76667	0.31764
all vs all	fluocortolone	1.00000	0.31958
all vs all	asenapine	0.62963	0.28283
all vs all	voriconazole	0.86000	0.33150
all vs all	simeprevir	0.73786	0.36022
all vs all	escitalopram	1.00000	0.32647
all vs all	atracurium	1.00000	0.40452
all vs all	micafungin	0.76667	0.38086
all vs all	stanozolol	0.66667	0.33714
all vs all	ramelteon	0.66038	0.33180
all vs all	levalbuterol	0.95238	0.32482
all vs all	gentamicin	0.75309	0.35306
all vs all	bacitracin	0.78947	0.38124
all vs all	miconazole	1.00000	0.30735
all vs all	risperidone	0.88889	0.34355
all vs all	acarbose	0.80000	0.34046
all vs all	diphenidol	0.94444	0.32156
all vs all	levobunolol	0.87755	0.36792
all vs all	menatetrenone	1.00000	0.27440
all vs all	finasteride	0.80392	0.34226
all vs all	mebendazole	0.70588	0.30965
all vs all	serotonin	0.65957	0.30899
all vs all	cyclopentolate	0.71429	0.36325
all vs all	zafirlukast	0.77011	0.34522
all vs all	clevidipine	0.85417	0.32831
all vs all	benserazide	0.69643	0.33531
all vs all	ciprofloxacin	0.93651	0.37194
all vs all	chlordiazepoxide	0.69231	0.29300
all vs all	terbutaline	0.91429	0.32028
all vs all	ezetimibe	0.63934	0.33722
all vs all	pyrilamine	0.76667	0.38041
all vs all	cefotiam	0.86747	0.37259
all vs all	terizidone	0.77778	0.32086
all vs all	vandetanib	0.84375	0.36976
all vs all	niflumic_acid	0.84211	0.28774
all vs all	crizotinib	0.70588	0.34554
all vs all	diazepam	0.86000	0.31974
all vs all	piribedil	0.69231	0.36089
all vs all	dipivefrin	0.80000	0.34840
all vs all	droperidol	0.88333	0.36587
all vs all	miltefosine	0.79592	0.27196
all vs all	lynestrenol	0.94118	0.26140
all vs all	regorafenib	1.00000	0.33097
all vs all	empagliflozin	0.85106	0.31410
all vs all	temsirolimus	0.93939	0.40816
all vs all	rizatriptan	0.66667	0.29794
all vs all	oxiconazole	0.70000	0.29317
all vs all	melphalan	0.80000	0.32267
all vs all	benzydamine	0.64286	0.35526
all vs all	cilastatin	0.62963	0.32635
all vs all	alvimopan	0.76056	0.42153
all vs all	opipramol	0.80769	0.33736
all vs all	tranexamic_acid	0.82143	0.25784
all vs all	valerate	0.66667	0.18973
all vs all	desmopressin	0.90000	0.38088
all vs all	levocabastine	0.67308	0.34671
all vs all	racepinephrine	0.87500	0.31364
all vs all	racecadotril	0.59649	0.32295
all vs all	tenofovir	0.86154	0.34095
all vs all	deferasirox	0.71186	0.32763
all vs all	iobitridol	0.94643	0.36252
all vs all	lisdexamfetamine	0.68293	0.28924
all vs all	tixocortol	0.84783	0.33124
all vs all	josamycin	0.90909	0.37087
all vs all	ponatinib	0.75385	0.34700
all vs all	mianserin	0.92105	0.29426
all vs all	estropipate	0.71765	0.35565
all vs all	pyrantel	0.71154	0.27561
all vs all	megestrol	1.00000	0.30009
all vs all	citrate	0.69565	0.27476
all vs all	roxithromycin	0.79167	0.37345
all vs all	moclobemide	0.80392	0.34915
all vs all	pefloxacin	0.89394	0.38412
all vs all	dexrazoxane	0.67273	0.37098
all vs all	piretanide	0.77215	0.34192
all vs all	paroxetine	0.71429	0.34727
all vs all	tranylcypromine	0.50000	0.19561
all vs all	fluorouracil	0.84211	0.26301
all vs all	eribulin	0.73438	0.36261
all vs all	flunitrazepam	0.85714	0.31416
all vs all	ethionamide	0.91667	0.20270
all vs all	lornoxicam	0.94667	0.32748
all vs all	trichlormethiazide	0.92188	0.26952
all vs all	propylene_glycol	0.68182	0.18934
all vs all	pyridostigmine	0.74419	0.30759
all vs all	dibasic_potassium_phosphate	1.00000	0.12753
all vs all	irbesartan	0.70423	0.34181
all vs all	cefoxitin	0.87143	0.37647
all vs all	meclizine	0.86111	0.28855
all vs all	heroin	0.87273	0.38296
all vs all	gonadorelin	0.94805	0.40436
all vs all	lactose	0.94286	0.28941
all vs all	mephenesin	0.90625	0.28893
all vs all	paliperidone	0.88889	0.37679
all vs all	morniflumate	0.76562	0.36317
all vs all	retapamulin	0.72464	0.37492
all vs all	dexbrompheniramine	1.00000	0.27618
all vs all	estrogens	0.97059	0.30217
all vs all	benazepril	0.81667	0.40545
all vs all	benzoyl_peroxide	0.61905	0.20374
all vs all	olmesartan	0.81159	0.36800
all vs all	hydroxycitric_acid	1.00000	0.22273
all vs all	ondansetron	0.76923	0.34873
all vs all	levofloxacin	1.00000	0.38408
all vs all	mephobarbital	0.84000	0.34005
all vs all	sirolimus	0.93750	0.40934
all vs all	rasagiline	0.62069	0.23144
all vs all	pipamperone	0.75000	0.35154
all vs all	pimozide	0.89655	0.34835
all vs all	fesoterodine	0.78049	0.35726
all vs all	etravirine	0.64912	0.29718
all vs all	benzyl_alcohol	0.78571	0.16281
all vs all	arsenic	0.66667	0.03152
all vs all	moxifloxacin	0.85526	0.40009
all vs all	felbamate	0.67500	0.28512
all vs all	simethicone	0.37500	0.14458
all vs all	choline	0.73529	0.25069
all vs all	diflorasone	0.95833	0.32209
all vs all	dinoprost	0.94444	0.29888
all vs all	toremifene	0.88095	0.31281
all vs all	stavudine	0.88525	0.35616
all vs all	anidulafungin	0.86486	0.42515
all vs all	isosorbide_dinitrate	0.68085	0.25913
all vs all	dasatinib	0.70130	0.37968
all vs all	nystatin	0.98000	0.36770
all vs all	aliskiren	0.76923	0.39723
all vs all	levoleucovorin	0.88889	0.35298
all vs all	tacrolimus	0.92188	0.40132
all vs all	methadone	0.63636	0.28328
all vs all	glycerin	0.90909	0.19984
all vs all	viloxazine	0.93333	0.35887
all vs all	ropivacaine	0.95745	0.35183
all vs all	trolamine_salicylate	0.75510	0.35404
all vs all	rilmenidine	0.51923	0.25280
all vs all	ifenprodil	0.77778	0.35815
all vs all	loracarbef	0.83607	0.34226
all vs all	enoxacin	0.95385	0.38630
all vs all	triprolidine	0.85366	0.29371
all vs all	amiloride	0.65957	0.25577
all vs all	docosahexaenoate	0.95000	0.19950
all vs all	distigmine	0.75000	0.38692
all vs all	cinacalcet	0.65714	0.25110
all vs all	caffeine	0.79245	0.32331
all vs all	propolis	0.77551	0.33224
all vs all	bedaquiline	0.69737	0.40248
all vs all	pyroglutamate	0.69767	0.30004
all vs all	nalbuphine	0.94545	0.37976
all vs all	oxymetholone	0.89744	0.31460
all vs all	isoflurane	1.00000	0.09796
all vs all	disopyramide	0.62500	0.32726
all vs all	terconazole	0.83784	0.38503
all vs all	bicalutamide	0.67568	0.31525
all vs all	isometheptene	0.59091	0.18048
all vs all	beta_carotene	0.72000	0.16941
all vs all	rufinamide	0.71154	0.28818
all vs all	sulfadoxine	0.81250	0.31195
all vs all	silodosin	0.78947	0.41918
all vs all	topiramate	0.66216	0.29005
all vs all	azacitidine	0.93333	0.35013
all vs all	bosutinib	0.83333	0.38805
all vs all	aztreonam	0.68085	0.29745
all vs all	tianeptine	0.71084	0.35444
all vs all	procarbazine	0.57143	0.25678
all vs all	loxapine	0.85714	0.32157
all vs all	bromocriptine	0.90000	0.41033
all vs all	cefuroxime	0.87342	0.34852
all vs all	albuterol	0.95238	0.31268
all vs all	iloperidone	0.74286	0.38284
all vs all	calcium_citrate	1.00000	0.20496
all vs all	flunarizine	0.87879	0.27517
all vs all	afatinib	0.77922	0.39362
all vs all	olopatadine	0.84091	0.34190
all vs all	valrubicin	0.76812	0.40243
all vs all	nelfinavir	0.84286	0.41278
all vs all	levothyroxine	0.76923	0.31839
all vs all	cinnarizine	0.87879	0.27636
all vs all	nimesulide	0.70588	0.27031
all vs all	bromperidol	0.80000	0.34270
all vs all	daptomycin	0.85333	0.42025
all vs all	sodium_tetradecyl_sulfate	0.80392	0.20760
all vs all	vortioxetine	0.68627	0.30244
all vs all	lithium_carbonate	0.92857	0.12410
all vs all	helium	0.66667	0.03322
all vs all	magnesium_sulfate	0.96552	0.13777
all vs all	ceritinib	0.72727	0.33937
all vs all	aminosalicylic_acid	0.96429	0.28580
all vs all	sodium_sulfate	0.93103	0.13827
all vs all	isopropyl_myristate	0.79167	0.21145
all vs all	eletriptan	0.81818	0.32802
all vs all	mepenzolate	0.86538	0.36331
all vs all	tirofiban	0.74026	0.36083
all vs all	thiopental	0.86538	0.31580
all vs all	tiapride	0.86486	0.34648
all vs all	kaolin	0.73913	0.14069
all vs all	fluticasone	0.91667	0.31376
all vs all	polymyxin_b	0.93651	0.40663
all vs all	thalidomide	0.90000	0.35804
all vs all	fenspiride	0.72414	0.38106
all vs all	pazopanib	0.78788	0.27876
all vs all	busulfan	0.76087	0.20929
all vs all	montelukast	0.64706	0.33705
all vs all	tiagabine	0.72000	0.34038
all vs all	tolterodine	0.78049	0.32153
all vs all	halofantrine	0.75510	0.31986
all vs all	gluconate	0.67857	0.23535
all vs all	misoprostol	0.89744	0.31524
all vs all	trovafloxacin	0.77143	0.36169
all vs all	calcium_glubionate	0.84211	0.28798
all vs all	mibefradil	0.76923	0.40722
all vs all	methotrexate	0.87692	0.37894
all vs all	amifostine	0.60784	0.24233
all vs all	acrivastine	0.85366	0.34608
all vs all	sodium_chloride	1.00000	0.04902
all vs all	butorphanol	0.84906	0.36087
all vs all	isoxsuprine	0.75676	0.32199
all vs all	hexamidine	1.00000	0.29218
all vs all	pantoprazole	0.87302	0.32942
all vs all	ruxolitinib	0.62162	0.24797
all vs all	ascorbic_acid	0.83333	0.27773
all vs all	bepotastine	0.83019	0.38068
all vs all	tropisetron	0.85106	0.36373
all vs all	bupivacaine	0.95745	0.35295
all vs all	tacrine	0.62963	0.24347
all vs all	cefepime	0.90805	0.36476
all vs all	alfentanil	0.73077	0.38148
all vs all	ethanol	1.00000	0.36567
all vs all	temazepam	1.00000	0.31929
all vs all	doxapram	0.76364	0.37872
all vs all	ceftibuten	0.82353	0.35200
all vs all	diazoxide	0.85246	0.25769
all vs all	rimexolone	0.87500	0.30813
all vs all	atenolol	0.77778	0.35312
all vs all	zolmitriptan	0.65672	0.37014
all vs all	potassium_iodide	1.00000	0.04482
all vs all	maraviroc	0.74242	0.34491
all vs all	fosamprenavir	0.93976	0.34676
all vs all	tamsulosin	0.78481	0.34019
all vs all	oxytetracycline	0.98113	0.35144
all vs all	loratadine	0.67857	0.33901
all vs all	mequitazine	0.79070	0.28354
all vs all	activated_charcoal	1.00000	0.02986
all vs all	oxybutynin	0.68182	0.32829
all vs all	bendroflumethiazide	0.89231	0.28530
all vs all	manidipine	0.89706	0.34695
all vs all	pentobarbital	0.95745	0.33124
all vs all	gliclazide	0.91304	0.30205
all vs all	leflunomide	0.58491	0.28064
all vs all	lormetazepam	1.00000	0.31929
all vs all	temocillin	0.91071	0.34091
all vs all	etidronate	0.80769	0.17342
all vs all	mirabegron	0.69014	0.34533
all vs all	balsalazide	0.70833	0.35463
all vs all	hydroxychloroquine	0.83333	0.36042
all vs all	proglumetacin	0.82500	0.42462
all vs all	mexiletine	0.80645	0.28934
all vs all	chlorthalidone	0.79710	0.29889
all vs all	biotin	0.65714	0.33422
all vs all	primidone	0.82609	0.32411
all vs all	desogestrel	0.94444	0.26265
all vs all	strontium_chloride	1.00000	0.12045
all vs all	etretinate	0.82759	0.26808
all vs all	mycophenolate	0.88235	0.32889
all vs all	risedronate	0.89744	0.24847
all vs all	cephradine	0.94828	0.34401
all vs all	propiomazine	0.95349	0.31799
all vs all	potassium_citrate	1.00000	0.20551
all vs all	antipyrine	0.88636	0.28309
all vs all	tiaprofenate	1.00000	0.22214
all vs all	floxuridine	0.96875	0.36486
all vs all	protriptyline	0.86667	0.24753
all vs all	ceftazidime	0.88235	0.36102
all vs all	dihydroergocristine	0.97260	0.42511
all vs all	deoxycholate	1.00000	0.32980
all vs all	phloroglucinol	0.84211	0.20856
all vs all	silymarin	0.83721	0.31747
all vs all	phentolamine	0.69643	0.35176
all vs all	cefixime	0.88750	0.34669
all vs all	isopropyl_alcohol	0.57143	0.11859
all vs all	panthenol	1.00000	0.31928
all vs all	phenyltoloxamine	0.86842	0.32795
all vs all	adrafinil	0.73333	0.26363
all vs all	norgestimate	0.68000	0.30487
all vs all	chloride_ion	0.75000	0.04290
all vs all	imidapril	0.79032	0.40349
all vs all	acenocoumarol	0.70175	0.31347
all vs all	linoleate	0.77778	0.18449
all vs all	nelarabine	0.89062	0.37636
all vs all	amphotericin	1.00000	0.36560
all vs all	indinavir	0.88060	0.43105
all vs all	naratriptan	0.84848	0.33160
all vs all	zidovudine	0.84058	0.35675
all vs all	nilotinib	0.70175	0.30656
all vs all	nefazodone	0.82278	0.36513
all vs all	indoramin	0.77778	0.34513
all vs all	strontium	0.84615	0.32860
all vs all	epinastine	0.61364	0.26544
all vs all	bupropion	0.60000	0.21991
all vs all	penicillin_v	0.88889	0.39967
all vs all	hyaluronate	0.76271	0.35886
all vs all	ethinyl_estradiol	0.97059	0.29633
all vs all	atorvastatin	0.71250	0.39600
all vs all	hexachlorophene	0.80000	0.23965
all vs all	mechlorethamine	0.56250	0.21373
all vs all	apremilast	0.77500	0.36825
all vs all	clorazepate	1.00000	0.32118
all vs all	azathioprine	0.64062	0.25951
all vs all	aconite	0.75000	0.19805
all vs all	sodium	0.83871	0.12421
all vs all	tribenoside	0.64286	0.31052
all vs all	enfuvirtide	0.84932	0.40427
all vs all	clomipramine	0.90244	0.29868
all vs all	tipranavir	0.64835	0.33884
all vs all	cloxazolam	0.76923	0.37480
all vs all	brotizolam	0.85417	0.24751
all vs all	magnesium_salicylate	0.82143	0.25396
all vs all	clofazimine	0.61111	0.25814
all vs all	methenolone	0.92308	0.30514
all vs all	codeine	0.92157	0.37377
all vs all	ivacaftor	0.71429	0.34641
all vs all	quetiapine	0.75000	0.33286
all vs all	carbon_dioxide	0.55556	0.09969
all vs all	pipemidate	0.91045	0.38782
all vs all	orlistat	0.64516	0.32387
all vs all	taurine	0.73077	0.22026
all vs all	betahistine	0.66667	0.25485
all vs all	ramipril	0.96296	0.38622
all vs all	enzalutamide	0.63934	0.31899
all vs all	clonixin	0.84211	0.29280
all vs all	magnesium_citrate	1.00000	0.20496
all vs all	guaiacolsulfonate	0.86667	0.23123
all vs all	iopamidol	0.82692	0.33200
all vs all	meprednisone	0.97778	0.33115
all vs all	potassium_gluconate	0.86667	0.21739
all vs all	penbutolol	0.83673	0.34676
all vs all	phenylephrine	0.94872	0.32348
all vs all	linagliptin	0.80000	0.38407
all vs all	methenamine	0.51429	0.21358
all vs all	papaveretum	0.83077	0.39552
all vs all	vigabatrin	0.65385	0.22366
all vs all	netilmicin	0.79310	0.37565
all vs all	metaxalone	0.63462	0.34421
all vs all	inamrinone	0.67742	0.33307
all vs all	chlorzoxazone	0.72093	0.28164
all vs all	bufexamac	0.62745	0.31609
all vs all	amphetamine	1.00000	0.30561
all vs all	flavoxate	0.79365	0.38115
all vs all	magnesium_chloride	1.00000	0.12045
all vs all	exenatide	0.92593	0.40667
all vs all	creatine	0.65000	0.26671
all vs all	anastrozole	0.66667	0.25519
all vs all	nortriptyline	0.86667	0.23940
all vs all	darifenacin	0.72414	0.36512
all vs all	indobufen	0.66102	0.35568
all vs all	paclitaxel	0.85714	0.36751
all vs all	celecoxib	0.79104	0.25791
all vs all	aluminum_sulfate	0.93103	0.12988
all vs all	rifaximin	0.74074	0.37533
all vs all	carbon_monoxide	0.50000	0.05539
all vs all	lorcaserin	0.59524	0.24057
all vs all	verteporfin	0.63380	0.34750
all vs all	tafluprost	0.95455	0.32874
all vs all	nefopam	0.76190	0.30784
all vs all	coenzyme_a	0.76238	0.39772
all vs all	cifenline	0.60000	0.33041
all vs all	cefditoren	0.90244	0.34645
all vs all	ibandronate	0.69643	0.28702
all vs all	thiethylperazine	0.93182	0.30391
all vs all	triclofos	0.68966	0.18235
all vs all	nicorandil	0.61765	0.31142
all vs all	valproate	0.69444	0.23110
all vs all	axitinib	0.54762	0.26999
all vs all	isoconazole	1.00000	0.30735
all vs all	adefovir	0.86154	0.34052
all vs all	phenytoin	0.71739	0.30654
all vs all	lomustine	0.87500	0.27417
all vs all	telmisartan	0.69841	0.35620
all vs all	disulfiram	0.51515	0.18139
all vs all	fosfestrol	0.63158	0.26645
all vs all	benperidol	0.85000	0.37638
all vs all	capecitabine	0.73418	0.37193
all vs all	glycyrrhizinate	1.00000	0.32966
all vs all	econazole	1.00000	0.30735
all vs all	efavirenz	0.72093	0.28074
all vs all	flucytosine	0.75000	0.23737
all vs all	glimepiride	0.77528	0.34428
all vs all	promethazine	0.92683	0.28594
all vs all	pyrimethamine	0.78571	0.25765
all vs all	dalfampridine	0.65385	0.18372
all vs all	magnesium	1.00000	0.03300
all vs all	penicillin_g	0.87500	0.39286
all vs all	flurandrenolide	0.98148	0.33653
all vs all	ioxilan	0.96078	0.36309
all vs all	vitamin_k_1	1.00000	0.27440
all vs all	phenylalanine	0.81481	0.25973
all vs all	aprepitant	0.73750	0.37791
all vs all	leuprolide	0.97368	0.40774
