comparing_sets	compound_name	max_tc	mean_tc
all vs all	stanozolol	0.66667	0.33939
all vs all	benfluorex	0.66667	0.32165
all vs all	lactitol	0.91429	0.28482
all vs all	disulfiram	0.51515	0.18306
all vs all	theophylline	0.89231	0.39683
all vs all	miglustat	0.90000	0.37815
all vs all	telavancin	0.79545	0.40114
all vs all	triflusal	0.81481	0.26280
all vs all	diflucortolone	0.97826	0.32015
all vs all	bromhexine	0.64706	0.28885
all vs all	fenspiride	0.72414	0.38546
all vs all	ritodrine	0.78049	0.33025
all vs all	dezocine	0.70000	0.30628
all vs all	clavulanate	0.61290	0.32082
all vs all	glimepiride	0.77528	0.34826
all vs all	guanfacine	0.63043	0.25032
all vs all	clozapine	0.88235	0.29902
all vs all	dihydroergocryptine	0.79775	0.38330
all vs all	propafenone	0.82000	0.37285
all vs all	acetone	0.40000	0.13276
all vs all	metoclopramide	0.96429	0.36905
all vs all	pitavastatin	0.75000	0.30121
all vs all	pipamperone	0.73333	0.35574
all vs all	vitamin_d3	0.92683	0.30881
all vs all	phenol	0.84615	0.16652
all vs all	tetrahydrozoline	0.81081	0.26657
all vs all	tranexamic_acid	0.82143	0.25956
all vs all	clothiapine	0.88235	0.28617
all vs all	dorzolamide	0.78481	0.31050
all vs all	cinnarizine	0.87879	0.27941
all vs all	lactose	0.94286	0.28950
all vs all	benzethonium	0.76471	0.33653
all vs all	dimethindene	0.70492	0.37516
all vs all	bosentan	0.81250	0.34869
all vs all	iloprost	0.83333	0.29655
all vs all	zotepine	0.74000	0.31457
all vs all	bendamustine	0.66667	0.37229
all vs all	loxoprofen	0.63889	0.28143
all vs all	sodium_thiosulfate	0.93103	0.13184
all vs all	rifabutin	0.81176	0.41110
all vs all	magnesium_hydroxide	0.72727	0.09543
all vs all	ampicillin	0.91379	0.33878
all vs all	nafronyl	0.65574	0.36870
all vs all	quetiapine	0.75000	0.33634
all vs all	clotiazepam	0.80000	0.32231
all vs all	deferoxamine	0.63462	0.29478
all vs all	salicylamide	0.77419	0.27827
all vs all	darunavir	1.00000	0.36897
all vs all	dapagliflozin	0.85106	0.30639
all vs all	methylnaltrexone	0.91935	0.40276
all vs all	hydrochlorothiazide	0.92188	0.28159
all vs all	azilsartan	0.65217	0.35112
all vs all	quazepam	0.67273	0.26897
all vs all	pristinamycin	0.87654	0.43699
all vs all	proglumetacin	0.82500	0.42806
all vs all	nilvadipine	0.90566	0.28889
all vs all	carbachol	0.78261	0.29574
all vs all	sofosbuvir	0.71429	0.37350
all vs all	aclarubicin	0.81667	0.39819
all vs all	regadenoson	0.88406	0.37358
all vs all	lenalidomide	0.88889	0.38380
all vs all	daunorubicin_liposomal	1.00000	0.37708
all vs all	cefditoren	0.90244	0.35000
all vs all	carvedilol	0.72727	0.39637
all vs all	temozolomide	0.79245	0.31340
all vs all	alclometasone	0.91667	0.31861
all vs all	flunarizine	0.87879	0.27808
all vs all	hexachlorophene	0.82143	0.23810
all vs all	xylometazoline	0.81250	0.29419
all vs all	riociguat	0.71014	0.34877
all vs all	papaverine	0.68571	0.31091
all vs all	mesalamine	0.96429	0.28218
all vs all	fluphenazine	0.90566	0.33679
all vs all	paroxetine	0.71429	0.34990
all vs all	zoledronic_acid	0.67347	0.29980
all vs all	fulvestrant	0.63462	0.31521
all vs all	metopimazine	0.71264	0.33809
all vs all	meloxicam	0.95890	0.33500
all vs all	imatinib	0.74603	0.35303
all vs all	rilmenidine	0.50000	0.25636
all vs all	indomethacin	0.81667	0.37714
all vs all	vitamin_k_1	1.00000	0.27439
all vs all	citric_acid	0.70370	0.22201
all vs all	tenofovir	0.86154	0.34396
all vs all	sorafenib	1.00000	0.33272
all vs all	fosphenytoin	0.67532	0.35612
all vs all	balsalazide	0.70833	0.35679
all vs all	olopatadine	0.84091	0.34327
all vs all	meclofenamate	0.69444	0.26747
all vs all	levofloxacin	1.00000	0.38703
all vs all	flupirtine	0.88000	0.32146
all vs all	zaleplon	0.71429	0.30262
all vs all	selenium_sulfide	1.00000	0.04215
all vs all	dexketoprofen	1.00000	0.22234
all vs all	artesunate	0.84444	0.33173
all vs all	kaolin	0.73913	0.13951
all vs all	clodronic_acid	0.74074	0.14958
all vs all	triclofos	0.68966	0.18187
all vs all	magnesium_sulfate	0.96552	0.13675
all vs all	magnesium_salicylate	0.82143	0.25172
all vs all	tolterodine	0.78049	0.32275
all vs all	moxifloxacin	0.85526	0.40372
all vs all	tadalafil	0.73913	0.40021
all vs all	treosulfan	0.76087	0.23221
all vs all	pinaverium	0.73134	0.36576
all vs all	pholcodine	0.84483	0.40246
all vs all	gentamicin	0.75309	0.35556
all vs all	aspartic_acid	0.80000	0.25018
all vs all	lumefantrine	0.68000	0.32564
all vs all	norepinephrine	0.81250	0.29692
all vs all	triazolam	0.97674	0.26903
all vs all	disopyramide	0.62500	0.33098
all vs all	pantethine	0.80769	0.33171
all vs all	floxuridine	0.96875	0.36883
all vs all	permethrin	0.68421	0.27024
all vs all	phenylacetate	0.94444	0.31107
all vs all	eicosapentaenoate	0.66667	0.20570
all vs all	imipenem	0.76056	0.36212
all vs all	dabigatran_etexilate	0.76712	0.39607
all vs all	nicorandil	0.61765	0.31458
all vs all	pyrantel	0.71154	0.27860
all vs all	deslanoside	0.98182	0.35759
all vs all	dexpanthenol	1.00000	0.32212
all vs all	ropivacaine	0.95745	0.35532
all vs all	brinzolamide	0.80460	0.35906
all vs all	ibuprofen	0.60000	0.22476
all vs all	magnesium_citrate	1.00000	0.20348
all vs all	dibasic_potassium_phosphate	1.00000	0.12625
all vs all	potassium_acetate	0.71429	0.12283
all vs all	sulfadoxine	0.81250	0.31453
all vs all	iopamidol	0.82353	0.33346
all vs all	chlordiazepoxide	0.69231	0.29573
all vs all	troxerutin	0.85417	0.34271
all vs all	probenecid	0.64865	0.29363
all vs all	gatifloxacin	0.88732	0.39805
all vs all	ixabepilone	0.63291	0.35653
all vs all	eltrombopag	0.71186	0.35499
all vs all	icatibant	0.81579	0.40384
all vs all	17-alpha-hydroxyprogesterone	1.00000	0.30019
all vs all	mizolastine	0.80000	0.36146
all vs all	raloxifene	0.71667	0.37090
all vs all	ramipril	0.96296	0.38959
all vs all	clenbuterol	0.89474	0.30060
all vs all	asenapine	0.62963	0.28436
all vs all	calcium	1.00000	0.03197
all vs all	mefloquine	0.60377	0.31758
all vs all	cefadroxil	0.96552	0.35443
all vs all	xipamide	0.79710	0.30109
all vs all	risperidone	0.88889	0.34779
all vs all	thiamylal	0.85185	0.31183
all vs all	tacalcitol	1.00000	0.30972
all vs all	sodium_bromide	0.75000	0.04321
all vs all	cyclobenzaprine	0.96667	0.25039
all vs all	cefazolin	0.86747	0.35930
all vs all	ivacaftor	0.69492	0.34828
all vs all	adefovir	0.86154	0.34415
all vs all	malathion	0.62745	0.22760
all vs all	thiopental	0.86538	0.31916
all vs all	hydrogen_peroxide	0.55556	0.09325
all vs all	taurine	0.73077	0.22211
all vs all	85_strontium	1.00000	0.04661
all vs all	bendroflumethiazide	0.89231	0.28773
all vs all	maltose	0.94286	0.29676
all vs all	colchicine	0.70492	0.32248
all vs all	chlorphenesin	0.81818	0.31646
all vs all	iloperidone	0.74286	0.38583
all vs all	pantoprazole	0.87302	0.33148
all vs all	thiethylperazine	0.93182	0.30696
all vs all	cyproheptadine	0.82500	0.27088
all vs all	saxagliptin	0.71186	0.34728
all vs all	capsaicin	0.74510	0.36948
all vs all	clomipramine	0.90244	0.30115
all vs all	sufentanil	0.75410	0.36781
all vs all	flupenthixol	0.90566	0.32487
all vs all	diphenhydramine	0.91176	0.29836
all vs all	amiloride	0.65957	0.25813
all vs all	nitric_oxide	0.43750	0.07221
all vs all	carfilzomib	0.78571	0.39850
all vs all	glutamine	0.80000	0.28623
all vs all	atracurium	1.00000	0.40661
all vs all	vortioxetine	0.68627	0.30599
all vs all	silodosin	0.78947	0.42270
all vs all	fidaxomicin	0.70175	0.33966
all vs all	bamifylline	0.82667	0.41142
all vs all	ofloxacin	1.00000	0.38703
all vs all	regorafenib	1.00000	0.33272
all vs all	mefenamate	0.67647	0.27523
all vs all	idelalisib	0.70909	0.33204
all vs all	benzbromarone	0.65789	0.28177
all vs all	olanzapine	0.78182	0.30025
all vs all	rivastigmine	0.73810	0.31201
all vs all	acamprosate	0.73077	0.26770
all vs all	enalapril	0.87273	0.38986
all vs all	megestrol	1.00000	0.30019
all vs all	nadolol	0.87755	0.36858
all vs all	gabapentin	0.82759	0.28359
all vs all	moexipril	0.88333	0.42411
all vs all	sertaconazole	0.91111	0.30978
all vs all	desogestrel	0.94444	0.26353
all vs all	vildagliptin	0.71186	0.38151
all vs all	copper_sulfate	1.00000	0.12103
all vs all	bethanechol	0.78261	0.27955
all vs all	clopidogrel	0.80769	0.33612
all vs all	ciclopirox	0.60000	0.27419
all vs all	teriparatide	0.97222	0.38688
all vs all	fluvoxamine	0.66667	0.29714
all vs all	vitamin_b6	1.00000	0.32565
all vs all	chloramphenicol	0.65278	0.27545
all vs all	succinic_acid	0.75000	0.19710
all vs all	vecuronium	1.00000	0.38850
all vs all	perphenazine	0.90566	0.33293
all vs all	demeclocycline	0.90000	0.35597
all vs all	dofetilide	0.82895	0.34404
all vs all	enfuvirtide	0.84932	0.40836
all vs all	estropipate	0.70370	0.35749
all vs all	opipramol	0.80769	0.34086
all vs all	metoprolol	0.88636	0.34213
all vs all	retapamulin	0.72464	0.37735
all vs all	etomidate	0.71111	0.32298
all vs all	terazosin	0.95588	0.40152
all vs all	romidepsin	0.67568	0.34779
all vs all	posaconazole	0.89024	0.39399
all vs all	nabilone	0.77273	0.31913
all vs all	bisacodyl	0.68571	0.29169
all vs all	clofazimine	0.61111	0.26022
all vs all	amdinocillin_pivoxil	0.72500	0.35077
all vs all	piretanide	0.77215	0.34478
all vs all	tranilast	0.71698	0.33159
all vs all	valproate	0.69444	0.23111
all vs all	diltiazem	0.70588	0.38340
all vs all	melatonin	0.67308	0.35948
all vs all	ropinirole	0.71698	0.36060
all vs all	pyridoxine	1.00000	0.32565
all vs all	terbutaline	0.91429	0.32159
all vs all	diethylstilbestrol	0.63158	0.24612
all vs all	linaclotide	0.88732	0.41627
all vs all	metaxalone	0.66667	0.34765
all vs all	tobramycin	0.83636	0.36095
all vs all	lycopene	0.65000	0.11822
all vs all	nystatin	0.98000	0.36944
all vs all	flubendazole	0.91111	0.30956
all vs all	mupirocin	0.82456	0.33551
all vs all	cloxacillin	1.00000	0.34305
all vs all	salicylic_acid	0.80000	0.23874
all vs all	oxcarbazepine	0.78378	0.30191
all vs all	procarbazine	0.57143	0.25888
all vs all	dobesilic_acid	0.74545	0.21819
all vs all	probucol	0.62963	0.24264
all vs all	trapidil	0.71429	0.27298
all vs all	glyburide	0.80000	0.33116
all vs all	ferric_hydroxide	0.81818	0.10556
all vs all	glucosamine	0.80435	0.31780
all vs all	flunitrazepam	0.85714	0.31715
all vs all	methyclothiazide	0.84058	0.31193
all vs all	dolutegravir	0.73684	0.40699
all vs all	lomustine	0.87500	0.27777
all vs all	chlorcyclizine	0.88571	0.28865
all vs all	mometasone	0.97826	0.32905
all vs all	isoxsuprine	0.75676	0.32239
all vs all	iodine	0.33333	0.03634
all vs all	magnesium_oxide	0.57143	0.05851
all vs all	nalbuphine	0.94545	0.38276
all vs all	pramoxine	0.76596	0.35803
all vs all	oxymorphone	0.93220	0.40511
all vs all	rifapentine	0.94872	0.40444
all vs all	diphenidol	0.94444	0.32397
all vs all	floxacillin	0.98507	0.34063
all vs all	bepridil	0.71429	0.33732
all vs all	bimatoprost	0.74510	0.36411
all vs all	piperidolate	0.76596	0.35703
all vs all	lacidipine	0.78261	0.32742
all vs all	pirenzepine	0.73438	0.37524
all vs all	menatetrenone	1.00000	0.27439
all vs all	nalmefene	0.91525	0.37794
all vs all	simvastatin	0.93182	0.32637
all vs all	resveratrol	0.84211	0.22181
all vs all	remifentanil	0.75410	0.38377
all vs all	fumarate	0.76667	0.35546
all vs all	flurandrenolide	0.98148	0.33792
all vs all	bisoprolol	0.88889	0.34880
all vs all	astaxanthin	0.68889	0.28175
all vs all	paclitaxel	0.85714	0.36954
all vs all	fondaparinux	0.82192	0.33025
all vs all	silymarin	0.83721	0.31725
all vs all	clindamycin	0.95385	0.39004
all vs all	doxercalciferol	0.97368	0.28870
all vs all	eletriptan	0.81818	0.33138
all vs all	zinc	0.58621	0.20948
all vs all	streptomycin	0.73333	0.35720
all vs all	argatroban	0.73737	0.35733
all vs all	losartan	0.72857	0.34093
all vs all	dicyclomine	0.76744	0.31526
all vs all	pioglitazone	0.75000	0.36440
all vs all	allantoin	0.66667	0.27416
all vs all	menthol	0.64706	0.23896
all vs all	tamoxifen	0.88095	0.31263
all vs all	neostigmine	0.74419	0.29070
all vs all	ingenol_mebutate	0.72549	0.29070
all vs all	vincamine	0.77333	0.42287
all vs all	voriconazole	0.86000	0.33470
all vs all	leflunomide	0.58491	0.28346
all vs all	methotrexate	0.81667	0.38242
all vs all	everolimus	0.93939	0.41844
all vs all	troglitazone	0.72632	0.35966
all vs all	amisulpride	0.94805	0.37908
all vs all	epoprostenol	0.79070	0.30832
all vs all	ephedrine	1.00000	0.22967
all vs all	clonazepam	0.91228	0.30920
all vs all	candesartan	0.68056	0.36119
all vs all	bepotastine	0.83019	0.38349
all vs all	paricalcitol	0.94737	0.30092
all vs all	potassium_iodide	1.00000	0.04317
all vs all	loracarbef	0.83607	0.34435
all vs all	enzalutamide	0.63934	0.32201
all vs all	terlipressin	0.90000	0.39813
all vs all	bromfenac	0.80000	0.30117
all vs all	loratadine	0.67857	0.34195
all vs all	bopindolol	0.78000	0.37216
all vs all	sulfisoxazole	0.80328	0.27318
all vs all	tixocortol	0.84783	0.33207
all vs all	bazedoxifene	0.71667	0.39191
all vs all	buprenorphine	0.84848	0.40149
all vs all	benserazide	0.69643	0.33784
all vs all	tiapride	0.86486	0.34934
all vs all	simethicone	0.37500	0.14426
all vs all	methylergonovine	0.84127	0.38559
all vs all	butylscopolamine	0.80597	0.38755
all vs all	chlorothiazide	0.91935	0.27207
all vs all	aldosterone	0.91111	0.32740
all vs all	lercanidipine	0.91176	0.35244
all vs all	carbidopa	0.80000	0.32461
all vs all	gliquidone	0.80000	0.36262
all vs all	albendazole	0.70588	0.30559
all vs all	pipobroman	0.76744	0.30966
all vs all	vandetanib	0.84375	0.37283
all vs all	pentaerythritol	0.83333	0.19895
all vs all	meprobamate	0.94872	0.29105
all vs all	clonidine	0.82609	0.26314
all vs all	pheniramine	0.87879	0.28190
all vs all	cabergoline	0.72152	0.38058
all vs all	dibucaine	0.70833	0.38526
all vs all	water	0.50000	0.06315
all vs all	methamphetamine	0.70000	0.19970
all vs all	isosorbide	0.75000	0.26467
all vs all	mipomersen	0.74257	0.38736
all vs all	chlorzoxazone	0.72093	0.28298
all vs all	amoxapine	0.85714	0.32212
all vs all	lormetazepam	1.00000	0.32140
all vs all	etifoxine	0.56452	0.30014
all vs all	nafcillin	0.79365	0.37820
all vs all	tizanidine	0.78000	0.26112
all vs all	thiotepa	0.46154	0.18945
all vs all	tiaprofenate	0.63636	0.22161
all vs all	lynestrenol	0.94118	0.26198
all vs all	guaifenesin	0.70270	0.29287
all vs all	rocuronium	0.81538	0.40179
all vs all	thiamphenicol	0.69118	0.29617
all vs all	fosinopril	0.67188	0.38042
all vs all	procaine	0.77083	0.32842
all vs all	calcium_citrate	1.00000	0.20348
all vs all	oxymetazoline	0.81250	0.35299
all vs all	tianeptine	0.71084	0.35754
all vs all	topiramate	0.66216	0.29212
all vs all	isopropyl_alcohol	0.47059	0.11753
all vs all	imidapril	0.79032	0.40711
all vs all	ospemifene	0.55814	0.25957
all vs all	tryptophan	0.62857	0.29812
all vs all	carbinoxamine	0.82222	0.33002
all vs all	octreotide	0.92537	0.40017
all vs all	niflumic_acid	0.62162	0.28859
all vs all	aminosalicylic_acid	0.96429	0.28560
all vs all	acyclovir	0.88235	0.35570
all vs all	calcium_lactate	1.00000	0.18473
all vs all	loxapine	0.85714	0.32454
all vs all	ivabradine	0.74576	0.38903
all vs all	pregabalin	0.66667	0.25035
all vs all	atovaquone	0.60000	0.26948
all vs all	bleomycin	0.75000	0.40380
all vs all	trovafloxacin	0.77143	0.36507
all vs all	calcium_aspartate	0.76667	0.21902
all vs all	cetirizine	1.00000	0.36189
all vs all	aliskiren	0.76923	0.39996
all vs all	fluindione	0.82609	0.21997
all vs all	tenofovir_disoproxil	0.78571	0.35593
all vs all	erythromycin	0.88136	0.38568
all vs all	chlormezanone	0.63077	0.31010
all vs all	dolasetron	0.72549	0.37084
all vs all	azosemide	0.75385	0.26110
all vs all	zolpidem	0.68421	0.32563
all vs all	rufinamide	0.71154	0.29202
all vs all	modafinil	1.00000	0.25342
all vs all	histamine	0.60526	0.24846
all vs all	pralatrexate	0.81667	0.34377
all vs all	methotrimeprazine	0.80851	0.33247
all vs all	naphazoline	0.81081	0.27281
all vs all	adapalene	0.72414	0.26970
all vs all	potassium_bitartrate	0.72000	0.17339
all vs all	betahistine	0.66667	0.25741
all vs all	mitoxantrone	0.75000	0.37466
all vs all	propiomazine	0.88372	0.32002
all vs all	ifenprodil	0.75556	0.36033
all vs all	mazindol	0.65625	0.32917
all vs all	methscopolamine	0.86207	0.35639
all vs all	fluorescein	0.78378	0.27497
all vs all	orphenadrine	0.91176	0.31108
all vs all	benzoate	0.57895	0.19816
all vs all	labetalol	0.73585	0.37798
all vs all	sodium_chloride	1.00000	0.04713
all vs all	nortriptyline	0.75758	0.24095
all vs all	cladribine	0.90625	0.37407
all vs all	bromperidol	0.80000	0.34491
all vs all	sildenafil	0.95556	0.36494
all vs all	dimenhydrinate	0.80000	0.39976
all vs all	flurazepam	0.82143	0.34960
all vs all	pamidronate	0.93023	0.25074
all vs all	temazepam	1.00000	0.32140
all vs all	chlorthalidone	0.79710	0.30085
all vs all	sodium_selenate	0.80952	0.12324
all vs all	roxatidine	0.75385	0.40458
all vs all	arginine	0.81250	0.25191
all vs all	tibolone	0.97143	0.28936
all vs all	gemcitabine	0.87500	0.34573
all vs all	spiramycin	0.90909	0.38879
all vs all	chlormethiazole	0.46341	0.20426
all vs all	droxidopa	0.80645	0.29092
all vs all	dihydralazine	1.00000	0.21569
all vs all	ramelteon	0.66038	0.33489
all vs all	quinagolide	0.70370	0.36612
all vs all	cetostearyl_alcohol	1.00000	0.19882
all vs all	lorcaserin	0.59524	0.24220
all vs all	prednisone	1.00000	0.33830
all vs all	raltegravir	0.68605	0.37075
all vs all	alanine	0.72727	0.19900
all vs all	pimozide	0.89655	0.35256
all vs all	cifenline	0.60000	0.33318
all vs all	leucovorin	0.88889	0.37301
all vs all	acemetacin	0.81667	0.38292
all vs all	metaraminol	0.80952	0.25520
all vs all	penicillin_v	0.88889	0.40301
all vs all	antipyrine	0.73585	0.28608
all vs all	levocetirizine	1.00000	0.36189
all vs all	pemirolast	0.63934	0.27448
all vs all	zileuton	0.61905	0.25671
all vs all	phenazopyridine	0.76316	0.22251
all vs all	penicillin	0.88889	0.39250
all vs all	levomilnacipran	0.89744	0.29326
all vs all	famotidine	0.64706	0.26988
all vs all	calcium_carbonate	1.00000	0.12172
all vs all	promestriene	0.80000	0.30583
all vs all	josamycin	0.90909	0.37185
all vs all	flunisolide	0.98148	0.33226
all vs all	bacitracin	0.78947	0.38524
all vs all	itraconazole	0.89024	0.39009
all vs all	molsidomine	0.67470	0.34107
all vs all	arsenic_trioxide	0.00000	0.00000
all vs all	dabrafenib	0.79104	0.26615
all vs all	beclomethasone	0.92157	0.33253
all vs all	activated_charcoal	0.33333	0.02829
all vs all	tofacitinib	0.78947	0.35963
all vs all	trichlormethiazide	0.92188	0.27171
all vs all	etretinate	0.82759	0.26744
all vs all	cyproterone	0.95455	0.29864
all vs all	danazol	0.72000	0.31394
all vs all	caffeine	0.79245	0.32697
all vs all	minocycline	0.96491	0.36073
all vs all	cyclosporine	0.74242	0.38407
all vs all	nicardipine	0.91176	0.34322
all vs all	daptomycin	0.85333	0.42429
all vs all	lurasidone	0.76812	0.34107
all vs all	sulconazole	0.79070	0.26361
all vs all	cefotetan	0.91566	0.35695
all vs all	ribavirin	0.85246	0.34925
all vs all	pirfenidone	0.65789	0.26994
all vs all	bortezomib	0.58571	0.32264
all vs all	sultopride	0.94805	0.37427
all vs all	ezogabine	0.88000	0.30601
all vs all	cytarabine	0.95000	0.35238
all vs all	micafungin	0.76667	0.38417
all vs all	iopromide	0.94643	0.36924
all vs all	lisdexamfetamine	0.68293	0.29242
all vs all	naltrexone	0.94545	0.39031
all vs all	roxithromycin	0.78571	0.37561
all vs all	progesterone	1.00000	0.26739
all vs all	racecadotril	0.59649	0.32545
all vs all	meropenem	0.83582	0.35664
all vs all	niacinamide	0.87500	0.22454
all vs all	prilocaine	0.72093	0.30464
all vs all	vilazodone	0.69492	0.35861
all vs all	pentobarbital	0.91837	0.33476
all vs all	nefopam	0.65854	0.30989
all vs all	levobunolol	0.87755	0.36985
all vs all	clarithromycin	0.88136	0.37403
all vs all	calcipotriene	0.90244	0.29500
all vs all	anidulafungin	0.86486	0.42881
all vs all	ganciclovir	0.88235	0.35891
all vs all	mianserin	0.92105	0.29706
all vs all	fluvastatin	0.75000	0.34666
all vs all	degarelix	0.88889	0.41577
all vs all	aprindine	0.73529	0.29199
all vs all	pindolol	0.81818	0.34923
all vs all	dichloralphenazone	0.73585	0.33077
all vs all	levodopa	0.88889	0.31752
all vs all	pramlintide	0.94118	0.40158
all vs all	chloroxylenol	0.94737	0.20701
all vs all	ambroxol	0.60000	0.31801
all vs all	tegaserod	0.63793	0.32310
all vs all	cefotiam	0.86747	0.37658
all vs all	methoxsalen	0.68182	0.27720
all vs all	vigabatrin	0.64286	0.22421
all vs all	penicillin_g	0.87500	0.39592
all vs all	darifenacin	0.72414	0.36903
all vs all	clofarabine	0.90625	0.35429
all vs all	ceritinib	0.72727	0.34248
all vs all	lamivudine	0.92308	0.34657
all vs all	periciazine	0.73214	0.34505
all vs all	vancomycin	0.87324	0.40306
all vs all	barium_sulfate	0.92857	0.12160
all vs all	lopinavir	0.79221	0.42269
all vs all	adenosine	1.00000	0.36940
all vs all	raltitrexed	0.71831	0.39436
all vs all	methionine	0.70000	0.26373
all vs all	epinastine	0.61364	0.26877
all vs all	hyaluronate	0.76271	0.36078
all vs all	betamethasone	0.95833	0.32823
all vs all	caspofungin	0.86486	0.41906
all vs all	iobitridol	0.94643	0.36435
all vs all	ethionamide	0.91667	0.20445
all vs all	ethosuximide	0.60417	0.30064
all vs all	gemifloxacin	0.76471	0.37585
all vs all	ifosfamide	0.96154	0.33501
all vs all	sodium_oxybate	0.73913	0.19171
all vs all	succinylcholine	0.70588	0.29823
all vs all	dextromethorphan	0.82353	0.34676
all vs all	miconazole	1.00000	0.30972
all vs all	promegestone	0.93939	0.27634
all vs all	gonadorelin	0.94805	0.40864
all vs all	lofepramine	0.82979	0.33672
all vs all	vorinostat	0.63462	0.28325
all vs all	quinidine	0.95455	0.35314
all vs all	artemether	0.84444	0.29690
all vs all	medroxyprogesterone	1.00000	0.30019
all vs all	dihydroergotamine	0.97260	0.43023
all vs all	tropicamide	0.61702	0.33171
all vs all	lactulose	0.86842	0.30107
all vs all	nicotine	0.69091	0.35950
all vs all	azacitidine	0.93333	0.35412
all vs all	levocarnitine	1.00000	0.27263
all vs all	amobarbital	0.86538	0.34235
all vs all	mebeverine	0.78846	0.37676
all vs all	ethambutol	0.66667	0.28167
all vs all	medazepam	0.85106	0.28082
all vs all	brivudine	0.95238	0.36740
all vs all	apixaban	0.80000	0.39989
all vs all	etonogestrel	0.97222	0.28429
all vs all	ziconotide	0.85057	0.38778
all vs all	indacaterol	0.75472	0.38904
all vs all	ciprofibrate	0.71429	0.25014
all vs all	torsemide	0.74194	0.27884
all vs all	fluorouracil	0.85000	0.26542
all vs all	vitamin_d	1.00000	0.27809
all vs all	phenylbutyrate	0.57895	0.27300
all vs all	fluorometholone	0.93478	0.31176
all vs all	cetylpyridinium	0.66667	0.25585
all vs all	oxycodone	0.93220	0.40018
all vs all	thioridazine	0.91304	0.31469
all vs all	lecithin	0.70588	0.28924
all vs all	magnesium_trisilicate	0.73913	0.13124
all vs all	repaglinide	0.78261	0.41766
all vs all	ezetimibe	0.63934	0.33908
all vs all	hydroxychloroquine	0.83333	0.36344
all vs all	terconazole	0.83784	0.38875
all vs all	epinephrine	0.94872	0.33418
all vs all	acebutolol	0.79032	0.38238
all vs all	decitabine	0.88710	0.36910
all vs all	domperidone	0.89655	0.37355
all vs all	lornoxicam	0.94667	0.33043
all vs all	fosfestrol	0.63158	0.26622
all vs all	betaxolol	0.88636	0.34050
all vs all	epirubicin	1.00000	0.39390
all vs all	pazopanib	0.78788	0.28181
all vs all	methenamine	0.51429	0.21587
all vs all	rimantadine	0.66667	0.18063
all vs all	phenytoin	0.71739	0.30922
all vs all	digoxin	0.98039	0.34632
all vs all	halobetasol	0.97826	0.31988
all vs all	nilutamide	0.70423	0.31014
all vs all	cholecalciferol	1.00000	0.27809
all vs all	mezlocillin	0.74157	0.34626
all vs all	albuterol	0.95238	0.31392
all vs all	amantadine	0.81818	0.18046
all vs all	econazole	1.00000	0.30972
all vs all	trifluoperazine	0.88000	0.31020
all vs all	cefpodoxime	0.94872	0.35765
all vs all	etidronate	0.80769	0.17271
all vs all	phenacetin	0.75758	0.28728
all vs all	podofilox	0.85106	0.31683
all vs all	ergonovine	0.84127	0.38811
all vs all	flopropione	0.73077	0.27246
all vs all	fenticonazole	0.91111	0.30144
all vs all	citicoline	0.74257	0.37235
all vs all	aminophylline	0.89231	0.38752
all vs all	doxorubicin	1.00000	0.39390
all vs all	isoniazid	0.67857	0.22220
all vs all	tafluprost	0.95455	0.32919
all vs all	triptorelin	0.96104	0.41561
all vs all	dabigatran	0.76712	0.38905
all vs all	molindone	0.73611	0.40786
all vs all	dienogest	0.85000	0.31019
all vs all	carbimazole	0.64583	0.28415
all vs all	ipratropium	0.85455	0.37277
all vs all	nateglinide	0.63415	0.33002
all vs all	dihydrocodeine	0.91379	0.39171
all vs all	atropine	0.97872	0.37795
all vs all	alvimopan	0.76056	0.42479
all vs all	nimesulide	0.70588	0.27161
all vs all	nordazepam	0.90698	0.29279
all vs all	trihexyphenidyl	0.94444	0.32417
all vs all	tilidine	0.62222	0.31173
all vs all	tipranavir	0.64835	0.34132
all vs all	propionate	0.68750	0.16432
all vs all	fleroxacin	0.96721	0.38462
all vs all	piribedil	0.69231	0.36394
all vs all	piperacillin	0.77778	0.39539
all vs all	oseltamivir	0.66667	0.34918
all vs all	dobutamine	0.78049	0.35537
all vs all	histrelin	0.97368	0.41293
all vs all	rivaroxaban	0.85294	0.37894
all vs all	tetrazepam	0.84906	0.33351
all vs all	felbinac	0.63158	0.20842
all vs all	zinc_acetate	0.80000	0.17188
all vs all	hyoscyamine	0.97872	0.38494
all vs all	nepafenac	0.66667	0.29597
all vs all	doxapram	0.71930	0.38243
all vs all	bunazosin	0.85915	0.39545
all vs all	valacyclovir	0.91549	0.38363
all vs all	trolamine_salicylate	0.75510	0.35529
all vs all	diflunisal	0.74074	0.24918
all vs all	travoprost	0.95455	0.33060
all vs all	spironolactone	0.87805	0.29763
all vs all	mycophenolate_mofetil	0.79365	0.40994
all vs all	proguanil	0.57143	0.19042
all vs all	sodium_fluoride	0.75000	0.04492
all vs all	reproterol	0.82667	0.42669
all vs all	nitrofurantoin	0.95161	0.30867
all vs all	fluconazole	0.86000	0.31210
all vs all	sodium	0.83871	0.12350
all vs all	doxorubicin_liposome	0.94915	0.38777
all vs all	mosapride	0.80822	0.39997
all vs all	kanamycin	0.95833	0.35513
all vs all	fenofibrate	0.70370	0.27580
all vs all	buspirone	0.76190	0.36539
